"LOCATION","Country","SEX","Sex","AGE","Age","VAR","Variant","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1982","1982","PER","Persons","3","Thousands",,,3480,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1983","1983","PER","Persons","3","Thousands",,,3504,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1984","1984","PER","Persons","3","Thousands",,,3529,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1985","1985","PER","Persons","3","Thousands",,,3540,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1986","1986","PER","Persons","3","Thousands",,,3540.7,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1987","1987","PER","Persons","3","Thousands",,,3546.5,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1988","1988","PER","Persons","3","Thousands",,,3530.7,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1989","1989","PER","Persons","3","Thousands",,,3509.5,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1990","1990","PER","Persons","3","Thousands",,,3505.8,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1991","1991","PER","Persons","3","Thousands",,,3525.7,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1992","1992","PER","Persons","3","Thousands",,,3554.5,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1993","1993","PER","Persons","3","Thousands",,,3574.1,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1994","1994","PER","Persons","3","Thousands",,,3585.9,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1995","1995","PER","Persons","3","Thousands",,,3601.3,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1996","1996","PER","Persons","3","Thousands",,,3625.9,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1997","1997","PER","Persons","3","Thousands",,,3664,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1998","1998","PER","Persons","3","Thousands",,,3702.8,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1999","1999","PER","Persons","3","Thousands",,,3741.6,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2000","2000","PER","Persons","3","Thousands",,,3789.7,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2001","2001","PER","Persons","3","Thousands",,,3847,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2002","2002","PER","Persons","3","Thousands",,,3917.2,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2003","2003","PER","Persons","3","Thousands",,,3980.1,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2004","2004","PER","Persons","3","Thousands",,,4045.2,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2005","2005","PER","Persons","3","Thousands",,,4133.8,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2006","2006","PER","Persons","3","Thousands",,,4232.9,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2007","2007","PER","Persons","3","Thousands",,,4375.9,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2008","2008","PER","Persons","3","Thousands",,,4485.2,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2009","2009","PER","Persons","3","Thousands",,,4533.4,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2010","2010","PER","Persons","3","Thousands",,,4554.6,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2011","2011","PER","Persons","3","Thousands",,,4574.8,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2012","2012","PER","Persons","3","Thousands",,,4585.3,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2013","2013","PER","Persons","3","Thousands",,,4593.1,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2014","2014","PER","Persons","3","Thousands",,,4609.9,"B","Break"
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2015","2015","PER","Persons","3","Thousands",,,4576.491,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2016","2016","PER","Persons","3","Thousands",,,4618.956,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2017","2017","PER","Persons","3","Thousands",,,4659.969,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2018","2018","PER","Persons","3","Thousands",,,4699.498,,
"IRL","Ireland","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2019","2019","PER","Persons","3","Thousands",,,4737.498,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1965","1965","PER","Persons","3","Thousands",,,52112.35,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1966","1966","PER","Persons","3","Thousands",,,52519,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1967","1967","PER","Persons","3","Thousands",,,52900.5,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1968","1968","PER","Persons","3","Thousands",,,53235.75,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1969","1969","PER","Persons","3","Thousands",,,53537.95,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1970","1970","PER","Persons","3","Thousands",,,53821.85,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1971","1971","PER","Persons","3","Thousands",,,54073.48,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1972","1972","PER","Persons","3","Thousands",,,54381.34,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1973","1973","PER","Persons","3","Thousands",,,54751.4,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1974","1974","PER","Persons","3","Thousands",,,55110.86,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1975","1975","PER","Persons","3","Thousands",,,55441,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1976","1976","PER","Persons","3","Thousands",,,55718.25,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1977","1977","PER","Persons","3","Thousands",,,55955.41,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1978","1978","PER","Persons","3","Thousands",,,56155.14,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1979","1979","PER","Persons","3","Thousands",,,56317.74,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1980","1980","PER","Persons","3","Thousands",,,56433.88,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1981","1981","PER","Persons","3","Thousands",,,56501.67,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1982","1982","PER","Persons","3","Thousands",,,56543.54,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1983","1983","PER","Persons","3","Thousands",,,56564.07,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1984","1984","PER","Persons","3","Thousands",,,56576.71,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1985","1985","PER","Persons","3","Thousands",,,56593.07,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1986","1986","PER","Persons","3","Thousands",,,56596.15,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1987","1987","PER","Persons","3","Thousands",,,56601.93,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1988","1988","PER","Persons","3","Thousands",,,56629.28,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1989","1989","PER","Persons","3","Thousands",,,56671.78,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1990","1990","PER","Persons","3","Thousands",,,56719.23,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1991","1991","PER","Persons","3","Thousands",,,56758.52,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1992","1992","PER","Persons","3","Thousands",,,56797.08,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1993","1993","PER","Persons","3","Thousands",,,56831.82,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1994","1994","PER","Persons","3","Thousands",,,56843.39,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1995","1995","PER","Persons","3","Thousands",,,56844.3,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1996","1996","PER","Persons","3","Thousands",,,56860.28,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1997","1997","PER","Persons","3","Thousands",,,56890.37,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1998","1998","PER","Persons","3","Thousands",,,56906.74,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1999","1999","PER","Persons","3","Thousands",,,56916.31,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2000","2000","PER","Persons","3","Thousands",,,56942.1,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2001","2001","PER","Persons","3","Thousands",,,56977.21,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2002","2002","PER","Persons","3","Thousands",,,57157.4,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2003","2003","PER","Persons","3","Thousands",,,57604.65,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2004","2004","PER","Persons","3","Thousands",,,58175.3,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2005","2005","PER","Persons","3","Thousands",,,58607.04,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2006","2006","PER","Persons","3","Thousands",,,58941.49,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2007","2007","PER","Persons","3","Thousands",,,59375.28,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2008","2008","PER","Persons","3","Thousands",,,59832.18,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2009","2009","PER","Persons","3","Thousands",,,60192.7,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2010","2010","PER","Persons","3","Thousands",,,60483.38,"B","Break"
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2011","2011","PER","Persons","3","Thousands",,,60626.44,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2012","2012","PER","Persons","3","Thousands",,,60916.2,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2013","2013","PER","Persons","3","Thousands",,,61178.36,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2014","2014","PER","Persons","3","Thousands",,,61417.63,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2015","2015","PER","Persons","3","Thousands",,,61636.88,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2016","2016","PER","Persons","3","Thousands",,,61838.23,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2017","2017","PER","Persons","3","Thousands",,,62023.42,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2018","2018","PER","Persons","3","Thousands",,,62194.04,,
"ITA","Italy","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2019","2019","PER","Persons","3","Thousands",,,62351.49,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1965","1965","PER","Persons","3","Thousands",,,98274,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1966","1966","PER","Persons","3","Thousands",,,99056,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1967","1967","PER","Persons","3","Thousands",,,100244,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1968","1968","PER","Persons","3","Thousands",,,101408,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1969","1969","PER","Persons","3","Thousands",,,102649,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1970","1970","PER","Persons","3","Thousands",,,103721,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1971","1971","PER","Persons","3","Thousands",,,105013,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1972","1972","PER","Persons","3","Thousands",,,107335,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1973","1973","PER","Persons","3","Thousands",,,108710,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1974","1974","PER","Persons","3","Thousands",,,110049,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1975","1975","PER","Persons","3","Thousands",,,111940,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1976","1976","PER","Persons","3","Thousands",,,113091,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1977","1977","PER","Persons","3","Thousands",,,114154,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1978","1978","PER","Persons","3","Thousands",,,115172,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1979","1979","PER","Persons","3","Thousands",,,116133,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1980","1980","PER","Persons","3","Thousands",,,117061,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1981","1981","PER","Persons","3","Thousands",,,117884,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1982","1982","PER","Persons","3","Thousands",,,118694,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1983","1983","PER","Persons","3","Thousands",,,119483,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1984","1984","PER","Persons","3","Thousands",,,120236,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1985","1985","PER","Persons","3","Thousands",,,121050,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1986","1986","PER","Persons","3","Thousands",,,121670,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1987","1987","PER","Persons","3","Thousands",,,122265,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1988","1988","PER","Persons","3","Thousands",,,122782,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1989","1989","PER","Persons","3","Thousands",,,123254,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1990","1990","PER","Persons","3","Thousands",,,123613,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1991","1991","PER","Persons","3","Thousands",,,124043,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1992","1992","PER","Persons","3","Thousands",,,124452,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1993","1993","PER","Persons","3","Thousands",,,124765,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1994","1994","PER","Persons","3","Thousands",,,125033,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1995","1995","PER","Persons","3","Thousands",,,125571,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1996","1996","PER","Persons","3","Thousands",,,125865,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1997","1997","PER","Persons","3","Thousands",,,126165,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1998","1998","PER","Persons","3","Thousands",,,126488,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1999","1999","PER","Persons","3","Thousands",,,126686,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2000","2000","PER","Persons","3","Thousands",,,126927,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2001","2001","PER","Persons","3","Thousands",,,127290,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2002","2002","PER","Persons","3","Thousands",,,127437,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2003","2003","PER","Persons","3","Thousands",,,127623,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2004","2004","PER","Persons","3","Thousands",,,127686,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2005","2005","PER","Persons","3","Thousands",,,127767,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2006","2006","PER","Persons","3","Thousands",,,127768,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2007","2007","PER","Persons","3","Thousands",,,127770,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2008","2008","PER","Persons","3","Thousands",,,127692,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2009","2009","PER","Persons","3","Thousands",,,127509,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2010","2010","PER","Persons","3","Thousands",,,128058,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2011","2011","PER","Persons","3","Thousands",,,127799,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2012","2012","PER","Persons","3","Thousands",,,127515,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2013","2013","PER","Persons","3","Thousands",,,127296,"B","Break"
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2014","2014","PER","Persons","3","Thousands",,,126948.8,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2015","2015","PER","Persons","3","Thousands",,,126597.3,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2016","2016","PER","Persons","3","Thousands",,,126193.4,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2017","2017","PER","Persons","3","Thousands",,,125738.7,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2018","2018","PER","Persons","3","Thousands",,,125236,,
"JPN","Japan","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2019","2019","PER","Persons","3","Thousands",,,124688.6,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1965","1965","PER","Persons","3","Thousands",,,28704.67,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1966","1966","PER","Persons","3","Thousands",,,29435.57,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1967","1967","PER","Persons","3","Thousands",,,30130.98,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1968","1968","PER","Persons","3","Thousands",,,30838.3,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1969","1969","PER","Persons","3","Thousands",,,31544.27,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1970","1970","PER","Persons","3","Thousands",,,32240.83,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1971","1971","PER","Persons","3","Thousands",,,32882.7,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1972","1972","PER","Persons","3","Thousands",,,33505.41,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1973","1973","PER","Persons","3","Thousands",,,34103.15,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1974","1974","PER","Persons","3","Thousands",,,34692.27,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1975","1975","PER","Persons","3","Thousands",,,35280.73,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1976","1976","PER","Persons","3","Thousands",,,35848.52,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1977","1977","PER","Persons","3","Thousands",,,36411.8,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1978","1978","PER","Persons","3","Thousands",,,36969.18,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1979","1979","PER","Persons","3","Thousands",,,37534.23,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1980","1980","PER","Persons","3","Thousands",,,38123.77,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1981","1981","PER","Persons","3","Thousands",,,38723.25,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1982","1982","PER","Persons","3","Thousands",,,39326.35,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1983","1983","PER","Persons","3","Thousands",,,39910.4,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1984","1984","PER","Persons","3","Thousands",,,40405.96,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1985","1985","PER","Persons","3","Thousands",,,40805.74,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1986","1986","PER","Persons","3","Thousands",,,41213.68,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1987","1987","PER","Persons","3","Thousands",,,41621.69,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1988","1988","PER","Persons","3","Thousands",,,42031.25,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1989","1989","PER","Persons","3","Thousands",,,42449.04,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1990","1990","PER","Persons","3","Thousands",,,42869.28,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1991","1991","PER","Persons","3","Thousands",,,43295.7,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1992","1992","PER","Persons","3","Thousands",,,43747.96,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1993","1993","PER","Persons","3","Thousands",,,44194.63,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1994","1994","PER","Persons","3","Thousands",,,44641.54,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1995","1995","PER","Persons","3","Thousands",,,45092.99,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1996","1996","PER","Persons","3","Thousands",,,45524.68,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1997","1997","PER","Persons","3","Thousands",,,45953.58,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1998","1998","PER","Persons","3","Thousands",,,46286.5,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","1999","1999","PER","Persons","3","Thousands",,,46616.68,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2000","2000","PER","Persons","3","Thousands",,,47008.11,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2001","2001","PER","Persons","3","Thousands",,,47357.36,,
"KOR","Korea","TT","All persons","D199G5TT","Population (hist&proj) All ages","VAR1","Baseline","2002","2002","PER","Persons","3","Thousands",,,47622.18,,
