,country,year,co2,co2_per_gdp,share_global_co2,co2_per_capita,co2_per_unit_energy,primary_energy_consumption,energy_per_capita,energy_per_gdp,population,gdp,group1,group2,group3,group4,group5,growth_co2,growth_primary_energy,growth_pop,growth_co2_per_gdp,growth_co2_per_capita,growth_energy_per_gdp,growth_energy_per_capita
235,Colombia,2009,72.557,0.17,0.231,1.621,0.196,369.738,8262.312,0.864,44750000.0,428000000000.0,0.0,1.0,0.0,0.0,0.0,0.27521178248796085,0.5236372327624573,0.3518412228498928,-0.3333333333333333,-0.0570098894706225,0.12708670955491164,-0.20588235294117654
236,Colombia,2010,76.278,0.163,0.23,1.687,0.192,396.399,8765.431,0.849,45223000.0,467000000000.0,0.0,1.0,0.0,0.0,0.0,0.34060951175788257,0.6335033873440256,0.36612995800984804,-0.3607843137254902,-0.01861547411285633,0.19571867821266242,-0.2196691176470589
237,Colombia,2011,76.08,0.145,0.222,1.666,0.183,415.47,9098.607,0.793,45663000.0,524000000000.0,0.0,1.0,0.0,0.0,0.0,0.3371296003374458,0.7120922412514218,0.3794218046702716,-0.43137254901960786,-0.030831878999418357,0.24116821359000798,-0.271139705882353
238,Colombia,2012,79.727,0.147,0.229,1.73,0.179,445.196,9662.216,0.82,46076000.0,543000000000.0,0.0,1.0,0.0,0.0,0.0,0.4012267566522549,0.8345888209405443,0.3918980152856237,-0.42352941176470593,0.006399069226294298,0.31805180419824625,-0.2463235294117648
239,Colombia,2013,89.989,0.161,0.257,1.935,0.199,451.84,9718.044,0.808,46495000.0,559000000000.0,0.0,1.0,0.0,0.0,0.0,0.5815845899680129,0.8619677913857615,0.40455547835543604,-0.3686274509803921,0.12565445026178007,0.3256674687750658,-0.2573529411764706
240,Colombia,2014,90.952,0.157,0.258,1.936,0.191,476.963,10155.064,0.821,46968000.0,581000000000.0,0.0,1.0,0.0,0.0,0.0,0.5985096136946816,0.9654960687029193,0.41884421351539136,-0.3843137254901961,0.12623618382780677,0.3852826750042288,-0.24540441176470598
241,Colombia,2015,86.071,0.144,0.244,1.811,0.179,480.397,10109.157,0.802,47521000.0,599000000000.0,0.0,1.0,0.0,0.0,0.0,0.5127245245878589,0.9796470898511546,0.43554964806815094,-0.4352941176470589,0.053519488074461816,0.3790203637316045,-0.26286764705882354
242,Colombia,2016,100.801,0.165,0.286,2.092,0.196,514.546,10680.775,0.844,48175000.0,610000000000.0,0.0,1.0,0.0,0.0,0.0,0.7716088438960947,1.1203702177460564,0.4553061656043259,-0.3529411764705882,0.21698662012798137,0.45699648600129855,-0.22426470588235303
243,Cyprus,1990,4.657,0.33,0.021,6.072,0.242,19.275,25129.773,1.368,767000.0,14094656512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,Cyprus,1991,5.147,0.362,0.022,6.573,0.264,19.512,24919.74,1.372,783000.0,14221155328.0,0.0,0.0,0.0,0.0,0.0,0.10521795147090406,0.012295719844358075,0.020860495436766623,0.09696969696969689,0.08250988142292495,-0.008357934629970571,0.002923976608187137
245,Cyprus,1992,5.523,0.377,0.025,6.895,0.242,22.797,28460.275,1.555,801000.0,14659405824.0,0.0,0.0,0.0,0.0,0.0,0.18595662443633232,0.18272373540856043,0.04432855280312908,0.14242424242424237,0.13554018445322785,0.13253211638640747,0.1366959064327484
246,Cyprus,1993,5.767,0.397,0.025,7.041,0.243,23.69,28925.736,1.63,819000.0,14535264256.0,0.0,0.0,0.0,0.0,0.0,0.23835086965857855,0.22905317769131014,0.06779661016949153,0.20303030303030303,0.1595849802371542,0.15105440864905542,0.19152046783625715
247,Cyprus,1994,6.011,0.387,0.026,7.182,0.253,23.732,28354.074,1.527,837000.0,15545700352.0,0.0,0.0,0.0,0.0,0.0,0.2907451148808246,0.2312321660181583,0.09126466753585398,0.1727272727272727,0.182806324110672,0.12830601374711978,0.11622807017543844
248,Cyprus,1995,5.882,0.359,0.025,6.88,0.233,25.231,29509.559,1.542,855000.0,16367174656.0,0.0,0.0,0.0,0.0,0.0,0.26304487867725995,0.3090012970168614,0.11473272490221642,0.08787878787878778,0.1330698287220026,0.17428673151962018,0.1271929824561403
249,Cyprus,1996,6.233,0.388,0.026,7.14,0.243,25.605,29329.688,1.594,873000.0,16063697920.0,0.0,0.0,0.0,0.0,0.0,0.3384152888125402,0.3284046692607005,0.13820078226857888,0.17575757575757572,0.17588932806324103,0.16712904648999405,0.16520467836257308
250,Cyprus,1997,6.321,0.378,0.026,7.094,0.245,25.852,29014.167,1.545,891000.0,16733968384.0,0.0,0.0,0.0,0.0,0.0,0.35731157397466173,0.3412191958495462,0.16166883963494133,0.14545454545454542,0.16831357048748358,0.15457338194021888,0.12938596491228058
251,Cyprus,1998,6.615,0.395,0.027,7.277,0.241,27.447,30194.286,1.638,909000.0,16761192448.0,0.0,0.0,0.0,0.0,0.0,0.4204423448572042,0.4239688715953308,0.18513689700130379,0.19696969696969696,0.19845191040843216,0.2015343712018409,0.19736842105263142
252,Cyprus,1999,6.882,0.376,0.028,7.432,0.238,28.881,31188.638,1.578,926000.0,18303567872.0,0.0,0.0,0.0,0.0,0.0,0.4777753918831865,0.49836575875486394,0.20730117340286833,0.13939393939393935,0.2239789196310936,0.24110305333836474,0.1535087719298245
253,Cyprus,2000,7.146,0.344,0.028,7.578,0.236,30.261,32090.249,1.456,943000.0,20776794112.0,0.0,0.0,0.0,0.0,0.0,0.5344642473695512,0.5699610894941635,0.22946544980443284,0.042424242424242295,0.2480237154150198,0.2769812524768926,0.06432748538011684
254,Cyprus,2001,7.021,0.327,0.028,7.314,0.229,30.61,31885.055,1.426,960000.0,21458608128.0,0.0,0.0,0.0,0.0,0.0,0.5076229332188104,0.5880674448767835,0.2516297262059974,-0.0090909090909091,0.20454545454545453,0.268815878281113,0.04239766081871332
255,Cyprus,2002,7.211,0.339,0.028,7.381,0.239,30.186,30896.557,1.42,977000.0,21256992768.0,0.0,0.0,0.0,0.0,0.0,0.5484217307279365,0.566070038910506,0.2737940026075619,0.027272727272727296,0.21557971014492755,0.22948014691577195,0.038011695906432615
256,Cyprus,2003,7.606,0.38,0.028,7.651,0.237,32.088,32281.993,1.605,994000.0,19989295104.0,0.0,0.0,0.0,0.0,0.0,0.6332402834442774,0.6647470817120624,0.29595827900912647,0.15151515151515146,0.26004611330698285,0.28461140496573517,0.17324561403508762
257,Cyprus,2004,7.841,0.382,0.028,7.763,0.251,31.228,30918.985,1.522,1010000.0,20515725312.0,0.0,0.0,0.0,0.0,0.0,0.6837019540476702,0.6201297016861221,0.31681877444589307,0.15757575757575754,0.2784914361001317,0.23037263408626887,0.1125730994152046
258,Cyprus,2005,8.031,0.369,0.027,7.813,0.23,34.993,34039.467,1.608,1028000.0,21763364864.0,0.0,0.0,0.0,0.0,0.0,0.7245007515567964,0.815460440985733,0.34028683181225555,0.11818181818181811,0.286725955204216,0.3545473331573666,0.17543859649122806
259,Cyprus,2006,8.223,0.36,0.027,7.862,0.239,34.412,32898.236,1.505,1046000.0,22869377024.0,0.0,0.0,0.0,0.0,0.0,0.7657290100923343,0.7853177691309988,0.363754889178618,0.09090909090909081,0.2947957839262187,0.30913383101391306,0.10014619883040919
260,Cyprus,2007,8.539,0.356,0.027,8.025,0.244,34.987,32882.686,1.46,1064000.0,23958491136.0,0.0,0.0,0.0,0.0,0.0,0.8335838522654069,0.8151491569390404,0.38722294654498046,0.07878787878787868,0.3216403162055336,0.3085150430925102,0.06725146198830399
261,Cyprus,2008,8.707,0.323,0.027,8.047,0.243,35.876,33157.411,1.333,1082000.0,26921664512.0,0.0,0.0,0.0,0.0,0.0,0.8696585784840027,0.8612710765239948,0.4106910039113429,-0.02121212121212123,0.3252635046113308,0.3194472946492592,-0.02558479532163753
262,Cyprus,2009,8.454,0.296,0.027,7.699,0.241,35.018,31892.398,1.228,1098000.0,28517449728.0,0.0,0.0,0.0,0.0,0.0,0.8153317586429033,0.8167574578469522,0.4315514993481095,-0.10303030303030311,0.26795125164690375,0.26910808147769577,-0.10233918128654979
263,Cyprus,2010,8.089,0.281,0.024,7.268,0.237,34.059,30601.344,1.185,1113000.0,28750800896.0,0.0,0.0,0.0,0.0,0.0,0.73695512132274,0.7670038910505836,0.4511082138200782,-0.14848484848484844,0.19696969696969693,0.2177326074533184,-0.13377192982456143
264,Cyprus,2011,7.759,0.285,0.023,6.897,0.23,33.68,29937.757,1.235,1125000.0,27271999488.0,0.0,0.0,0.0,0.0,0.0,0.6660940519647842,0.7473411154345008,0.4667535853976532,-0.13636363636363646,0.13586956521739132,0.1913262009967221,-0.09722222222222222
265,Cyprus,2012,7.235,0.262,0.021,6.374,0.229,31.554,27800.962,1.144,1135000.0,27581609984.0,0.0,0.0,0.0,0.0,0.0,0.5535752630448787,0.6370428015564202,0.47979139504563234,-0.20606060606060606,0.049736495388669234,0.10629578707296714,-0.16374269005847966
266,Cyprus,2013,6.554,0.252,0.019,5.729,0.232,28.225,24672.112,1.084,1144000.0,26033086464.0,0.0,0.0,0.0,0.0,0.0,0.40734378355164275,0.4643320363164723,0.4915254237288136,-0.2363636363636364,-0.05648880105401844,-0.018211903466059963,-0.20760233918128657
267,Cyprus,2014,6.935,0.273,0.02,6.02,0.246,28.245,24518.531,1.113,1152000.0,25381662720.0,0.0,0.0,0.0,0.0,0.0,0.48915610908310064,0.46536964980544765,0.5019556714471969,-0.1727272727272727,-0.008563899868247776,-0.0243234190774426,-0.1864035087719299
268,Cyprus,2015,6.96,0.27,0.02,5.995,0.239,29.134,25094.19,1.129,1161000.0,25799387136.0,0.0,0.0,0.0,0.0,0.0,0.4945243719132489,0.5114915693904022,0.5136897001303781,-0.1818181818181818,-0.012681159420289847,-0.0014159698139733438,-0.17470760233918134
269,Cyprus,2016,7.368,0.278,0.021,6.298,0.233,31.691,27086.183,1.194,1170000.0,26539999232.0,0.0,0.0,0.0,0.0,0.0,0.582134421301267,0.6441504539559015,0.5254237288135594,-0.15757575757575754,0.03722002635046113,0.07785227506830243,-0.12719298245614044
270,Czechia,1990,164.204,0.786,0.723,15.879,0.302,,,,10341000.0,209000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,Czechia,1991,148.894,0.846,0.643,14.391,0.301,,,,10346000.0,176000000000.0,0.0,0.0,0.0,0.0,0.0,-0.09323767995907531,,0.00048351223285949136,0.07633587786259534,-0.09370867183071979,,
272,Czechia,1992,144.619,0.817,0.644,13.969,0.301,,,,10353000.0,177000000000.0,0.0,0.0,0.0,0.0,0.0,-0.11927236851721035,,0.0011604293588627793,0.03944020356234086,-0.12028465268593741,,
273,Czechia,1993,138.637,0.779,0.611,13.383,0.291,,,,10359000.0,178000000000.0,0.0,0.0,0.0,0.0,0.0,-0.15570266254171644,,0.0017406440382941688,-0.008905852417302806,-0.15718873984507845,,
274,Czechia,1994,132.376,0.704,0.579,12.776,0.286,,,,10361000.0,188000000000.0,0.0,0.0,0.0,0.0,0.0,-0.19383206255633237,,0.0019340489314379654,-0.10432569974554716,-0.1954153284211852,,
275,Czechia,1995,131.608,0.675,0.564,12.706,0.273,,,,10358000.0,195000000000.0,0.0,0.0,0.0,0.0,0.0,-0.19850917151835523,,0.0016439415917222705,-0.1412213740458015,-0.1998236664777379,,
276,Czechia,1996,134.963,0.668,0.561,13.04,0.27,,,,10350000.0,202000000000.0,0.0,0.0,0.0,0.0,0.0,-0.17807726973764348,,0.0008703220191470844,-0.1501272264631043,-0.17878959632218658,,
277,Czechia,1997,130.733,0.66,0.54,12.646,0.273,,,,10338000.0,198000000000.0,0.0,0.0,0.0,0.0,0.0,-0.2038379089425349,,-0.0002901073397156948,-0.16030534351145037,-0.20360224195478296,,
278,Czechia,1998,125.318,0.646,0.52,12.14,0.27,,,,10323000.0,194000000000.0,0.0,0.0,0.0,0.0,0.0,-0.2368151811161726,,-0.0017406440382941688,-0.178117048346056,-0.23546822847786378,,
279,Czechia,1999,116.623,0.598,0.477,11.316,0.262,,,,10306000.0,195000000000.0,0.0,0.0,0.0,0.0,0.0,-0.2897676061484495,,-0.0033845856300164395,-0.23918575063613237,-0.28736066502928387,,
280,Czechia,2000,127.066,0.629,0.506,12.35,0.27,,,,10289000.0,202000000000.0,0.0,0.0,0.0,0.0,0.0,-0.2261698862390685,,-0.00502852722173871,-0.19974554707379139,-0.22224321430820582,,
281,Czechia,2001,126.958,0.596,0.501,12.361,0.264,,,,10271000.0,213000000000.0,0.0,0.0,0.0,0.0,0.0,-0.22682760468685298,,-0.006769171260032879,-0.24173027989821888,-0.22155047547074747,,
282,Czechia,2002,123.896,0.579,0.478,12.085,0.257,,,,10252000.0,214000000000.0,0.0,0.0,0.0,0.0,0.0,-0.24547514067866802,,-0.008606517744898946,-0.2633587786259543,-0.23893192266515517,,
283,Czechia,2003,127.383,0.579,0.469,12.441,0.25,,,,10239000.0,220000000000.0,0.0,0.0,0.0,0.0,0.0,-0.2242393607951086,,-0.009863649550333623,-0.2633587786259543,-0.21651237483468724,,
284,Czechia,2004,128.114,0.562,0.45,12.512,0.245,,,,10239000.0,228000000000.0,0.0,0.0,0.0,0.0,0.0,-0.21978758130130813,,-0.009863649550333623,-0.2849872773536895,-0.21204106052018384,,
285,Czechia,2005,125.672,0.53,0.427,12.251,0.244,,,,10258000.0,237000000000.0,0.0,0.0,0.0,0.0,0.0,-0.23465932620399022,,-0.008026303065467557,-0.32569974554707376,-0.22847786384533034,,
286,Czechia,2006,126.449,0.508,0.416,12.278,0.24,,,,10299000.0,249000000000.0,0.0,0.0,0.0,0.0,0.0,-0.22992740737131864,,-0.0040615027560197275,-0.35368956743002544,-0.22677750488065995,,
287,Czechia,2007,128.264,0.468,0.41,12.383,0.246,,,,10358000.0,274000000000.0,0.0,0.0,0.0,0.0,0.0,-0.21887408345716303,,0.0016439415917222705,-0.40458015267175573,-0.220164997795831,,
288,Czechia,2008,122.941,0.459,0.385,11.793,0.241,,,,10425000.0,268000000000.0,0.0,0.0,0.0,0.0,0.0,-0.2512910769530584,,0.008123005512039455,-0.41603053435114506,-0.257320989986775,,
289,Czechia,2009,115.194,0.428,0.366,10.983,0.235,,,,10488000.0,269000000000.0,0.0,0.0,0.0,0.0,0.0,-0.2984701956103384,,0.014215259646069046,-0.455470737913486,-0.3083317589268845,,
290,Czechia,2010,117.501,0.438,0.355,11.151,0.23,,,,10537000.0,268000000000.0,0.0,0.0,0.0,0.0,0.0,-0.2844205987673869,,0.01895367952809206,-0.44274809160305345,-0.29775174759115813,,
291,Czechia,2011,115.06,0.411,0.336,10.889,0.23,,,,10567000.0,280000000000.0,0.0,0.0,0.0,0.0,0.0,-0.29928625368444134,,0.021854752925249007,-0.47709923664122145,-0.3142515271742553,,
292,Czechia,2012,110.955,0.393,0.319,10.486,0.223,,,,10581000.0,282000000000.0,0.0,0.0,0.0,0.0,0.0,-0.32428564468587856,,0.023208587177255584,-0.5,-0.3396309591284085,,
293,Czechia,2013,106.427,0.367,0.304,10.053,0.218,,,,10587000.0,290000000000.0,0.0,0.0,0.0,0.0,0.0,-0.35186109960780493,,0.023788801856686973,-0.5330788804071247,-0.3668996788210844,,
294,Czechia,2014,104.05,0.34,0.295,9.824,0.217,,,,10591000.0,306000000000.0,0.0,0.0,0.0,0.0,0.0,-0.3663369954446908,,0.024175611642974566,-0.5674300254452926,-0.3813212418918068,,
295,Czechia,2015,104.815,0.328,0.298,9.887,0.223,,,,10601000.0,320000000000.0,0.0,0.0,0.0,0.0,0.0,-0.36167815643955087,,0.02514263610869355,-0.5826972010178118,-0.37735373764090935,,
296,Czechia,2016,106.629,0.325,0.303,10.041,0.23,,,,10619000.0,328000000000.0,0.0,0.0,0.0,0.0,0.0,-0.3506309225110229,,0.02688328014698772,-0.5865139949109415,-0.36765539391649343,,
297,Denmark,1990,53.553,0.415,0.236,10.417,0.266,201.636,39221.079,1.563,5141000.0,129000000000.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,Denmark,1991,64.169,0.486,0.277,12.448,0.276,232.406,45083.529,1.761,5155000.0,132000000000.0,0.0,1.0,0.0,1.0,0.0,0.1982335256661625,0.15260171794719202,0.0027232056020229526,0.17108433734939762,0.1949697609676491,0.14947192044359628,0.12667946257197693
299,Denmark,1992,58.361,0.426,0.26,11.284,0.268,217.538,42060.676,1.588,5172000.0,137000000000.0,0.0,1.0,0.0,1.0,0.0,0.08978021772823185,0.07886488523874713,0.0060299552616222525,0.026506024096385566,0.08322933666122692,0.07239976748217461,0.015994881637875966
300,Denmark,1993,60.608,0.446,0.267,11.676,0.263,230.55,44413.43,1.695,5191000.0,136000000000.0,0.0,1.0,0.0,1.0,0.0,0.13173865142942506,0.14339701243825514,0.009725734292939117,0.07469879518072296,0.12086013247576081,0.13238674540289935,0.08445297504798473
301,Denmark,1994,64.67,0.446,0.283,12.41,0.261,247.354,47467.639,1.706,5211000.0,145000000000.0,0.0,1.0,0.0,1.0,0.0,0.2075887438612217,0.226735305203436,0.013616028010114764,0.07469879518072296,0.19132187769991363,0.21025836642587026,0.09149072296865005
302,Denmark,1995,61.582,0.413,0.264,11.768,0.254,242.864,46410.103,1.63,5233000.0,149000000000.0,0.0,1.0,0.0,1.0,0.0,0.14992624129367177,0.20446745620821682,0.017895351099007976,-0.00481927710843374,0.12969184986080454,0.18329490629260875,0.042866282789507326
303,Denmark,1996,74.83,0.489,0.311,14.24,0.259,289.017,54998.436,1.889,5255000.0,153000000000.0,0.0,1.0,0.0,1.0,0.0,0.39730734039176147,0.4333601142653098,0.022174674187901186,0.17831325301204823,0.3669962561198042,0.40226728591531113,0.20857325655790152
304,Denmark,1997,65.43,0.401,0.27,12.397,0.25,261.815,49605.006,1.606,5278000.0,163000000000.0,0.0,1.0,0.0,1.0,0.0,0.22178029242059288,0.29845364914995337,0.02664851196265318,-0.03373493975903604,0.19007391763463574,0.2647537310230553,0.02751119641714661
305,Denmark,1998,61.199,0.356,0.254,11.547,0.243,252.16,47577.405,1.466,5300000.0,172000000000.0,0.0,1.0,0.0,1.0,0.0,0.14277444774335707,0.2505703346624611,0.030927835051546393,-0.14216867469879518,0.10847652875108005,0.2130570145711698,-0.0620601407549584
306,Denmark,1999,58.619,0.326,0.24,11.015,0.24,244.314,45906.35,1.357,5322000.0,180000000000.0,0.0,1.0,0.0,1.0,0.0,0.09459787500233419,0.21165863238707372,0.0352071581404396,-0.21445783132530113,0.057406163002783984,0.1704509710199457,-0.13179782469609722
307,Denmark,2000,54.277,0.283,0.216,10.162,0.232,234.4,43886.999,1.221,5341000.0,192000000000.0,0.0,1.0,0.0,1.0,0.0,0.013519317311822003,0.1624908250510822,0.03890293717175647,-0.31807228915662655,-0.02447921666506662,0.1189646006424251,-0.21880998080614195
308,Denmark,2001,55.865,0.291,0.221,10.427,0.238,235.042,43867.435,1.224,5358000.0,192000000000.0,0.0,1.0,0.0,1.0,0.0,0.043172184564823725,0.1656747802971692,0.042209686831355765,-0.2987951807228916,0.0009599692809829881,0.11846578723650107,-0.21689059500959693
309,Denmark,2002,55.527,0.283,0.214,10.335,0.237,234.292,43605.348,1.195,5373000.0,196000000000.0,0.0,1.0,0.0,1.0,0.0,0.03686068007394551,0.16195520641155353,0.0451274071192375,-0.31807228915662655,-0.00787174810406057,0.11178348764958762,-0.23544465770953288
310,Denmark,2003,60.614,0.316,0.223,11.252,0.24,252.335,46841.526,1.314,5387000.0,192000000000.0,0.0,1.0,0.0,1.0,0.0,0.13185068997068325,0.25143823523577147,0.047850612721260455,-0.23855421686746983,0.0801574349620813,0.19429468016420456,-0.1593090211132437
311,Denmark,2004,55.066,0.274,0.193,10.192,0.231,238.367,44117.447,1.186,5403000.0,201000000000.0,0.0,1.0,0.0,1.0,0.0,0.02825238548727439,0.18216489119006524,0.05096284769500097,-0.33975903614457825,-0.02159930882211766,0.12484021666002616,-0.24120281509916827
312,Denmark,2005,51.495,0.25,0.175,9.497,0.224,230.026,42424.64,1.117,5422000.0,206000000000.0,0.0,1.0,0.0,1.0,0.0,-0.03842921965156013,0.14079827015017168,0.054658626726317834,-0.3975903614457831,-0.08831717385043678,0.08167957337430726,-0.2853486884197057
313,Denmark,2006,59.417,0.274,0.196,10.914,0.234,253.833,46626.21,1.17,5444000.0,217000000000.0,0.0,1.0,0.0,1.0,0.0,0.10949900098967387,0.25886746414330775,0.05893794981521105,-0.33975903614457825,0.047710473264855516,0.18880487709172922,-0.25143953934740887
314,Denmark,2007,54.643,0.246,0.175,9.99,0.227,240.613,43987.664,1.084,5470000.0,222000000000.0,0.0,1.0,0.0,1.0,0.0,0.02035366832857176,0.19330377511952232,0.06399533164753939,-0.40722891566265057,-0.04099068829797443,0.12153120519708291,-0.30646193218170176
315,Denmark,2008,51.223,0.225,0.16,9.317,0.221,231.64,42131.634,1.016,5498000.0,228000000000.0,0.0,1.0,0.0,1.0,0.0,-0.04350830018859818,0.14880279315201647,0.06944174285158529,-0.4578313253012048,-0.1055966209081309,0.07420894769366239,-0.3499680102367242
316,Denmark,2009,48.821,0.218,0.155,8.835,0.224,217.913,39434.058,0.973,5526000.0,224000000000.0,0.0,1.0,0.0,1.0,0.0,-0.08836106287229473,0.08072467218155496,0.0748881540556312,-0.4746987951807229,-0.15186714025151185,0.005430217766318957,-0.37747920665387075
317,Denmark,2010,49.152,0.208,0.148,8.848,0.214,229.173,41255.3,0.971,5555000.0,236000000000.0,0.0,1.0,0.0,1.0,0.0,-0.08218027001288436,0.13656787478426474,0.08052907994553589,-0.4987951807228916,-0.15061918018623396,0.05186550324125466,-0.37875879718490085
318,Denmark,2011,44.197,0.182,0.129,7.916,0.204,216.796,38831.443,0.892,5583000.0,243000000000.0,0.0,1.0,0.0,1.0,0.0,-0.1747054320019419,0.07518498680791127,0.08597549114958179,-0.5614457831325301,-0.24008831717385037,-0.00993435188256801,-0.4293026231605886
319,Denmark,2012,39.824,0.163,0.115,7.097,0.198,200.979,35818.757,0.824,5611000.0,244000000000.0,0.0,1.0,0.0,1.0,0.0,-0.2563628554889549,-0.0032583467237992337,0.0914219023536277,-0.6072289156626506,-0.3187098012863588,-0.08674728199089067,-0.472808701215611
320,Denmark,2013,41.73,0.168,0.119,7.401,0.199,210.168,37277.084,0.844,5638000.0,249000000000.0,0.0,1.0,0.0,1.0,0.0,-0.22077194554926896,0.04231387252276385,0.09667379887181482,-0.5951807228915662,-0.28952673514447536,-0.04956505658602599,-0.4600127959053103
321,Denmark,2014,37.527,0.15,0.106,6.626,0.184,203.526,35933.282,0.811,5664000.0,251000000000.0,0.0,1.0,0.0,1.0,0.0,-0.29925494370063294,0.009373326191751546,0.10173118070414316,-0.6385542168674699,-0.3639243544206585,-0.08382729603129987,-0.4811260396673064
322,Denmark,2015,35.181,0.138,0.1,6.184,0.179,196.767,34587.205,0.772,5689000.0,255000000000.0,0.0,1.0,0.0,1.0,0.0,-0.3430620133325864,-0.02414747366541689,0.10659404785061272,-0.6674698795180722,-0.4063549966401075,-0.11814754000011056,-0.5060780550223928
323,Denmark,2016,36.989,0.143,0.105,6.477,0.186,198.715,34795.163,0.767,5711000.0,259000000000.0,0.0,1.0,0.0,1.0,0.0,-0.309301066233451,-0.0144865004265111,0.11087337093950593,-0.6554216867469881,-0.37822789670730533,-0.11284534012947471,-0.5092770313499679
324,Ecuador,1990,16.458,0.33,0.073,1.609,0.249,66.138,6464.423,1.325,10231000.0,49897848832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,Ecuador,1991,16.158,0.315,0.07,1.543,0.22,73.523,7020.945,1.433,10472000.0,51315601408.0,0.0,0.0,0.0,0.0,0.0,-0.01822821728034981,0.11166046750733301,0.02355585964226371,-0.04545454545454549,-0.0410192666252331,0.08608997276323037,0.08150943396226423
326,Ecuador,1992,21.96,0.403,0.098,2.049,0.307,71.511,6673.261,1.311,10716000.0,54553624576.0,0.0,0.0,0.0,0.0,0.0,0.33430550492161887,0.08123922707067027,0.04740494575310331,0.22121212121212122,0.2734617775015537,0.032305744843739444,-0.010566037735849066
327,Ecuador,1993,24.087,0.459,0.106,2.198,0.314,76.683,6996.007,1.462,10961000.0,52447256576.0,0.0,0.0,0.0,0.0,0.0,0.46354356543930014,0.15943935407783727,0.07135177402013489,0.39090909090909093,0.3660658794282163,0.08223224253734632,0.10339622641509436
328,Ecuador,1994,13.539,0.247,0.059,1.208,0.162,83.473,7447.616,1.52,11208000.0,54899806208.0,0.0,0.0,0.0,0.0,0.0,-0.17736055413780527,0.2621034806011671,0.09549408659955039,-0.2515151515151516,-0.24922311995027968,0.15209292461214252,0.14716981132075477
329,Ecuador,1995,22.698,0.405,0.097,1.981,0.292,77.754,6787.795,1.387,11455000.0,56059617280.0,0.0,0.0,0.0,0.0,0.0,0.37914691943127976,0.1756327678490429,0.11963639917896589,0.2272727272727273,0.23119950279676824,0.050023335416014746,0.04679245283018872
330,Ecuador,1996,24.025,0.425,0.1,2.053,0.272,88.42,7555.37,1.562,11703000.0,56592658432.0,0.0,0.0,0.0,0.0,0.0,0.45977640053469443,0.3369016299253076,0.14387645391457335,0.2878787878787878,0.27594779366065875,0.16876169767974653,0.17886792452830197
331,Ecuador,1997,18.205,0.307,0.075,1.523,0.185,98.51,8242.822,1.662,11951000.0,59254800384.0,0.0,0.0,0.0,0.0,0.0,0.10614898529590473,0.4894614291330249,0.16811650865018082,-0.06969696969696976,-0.053449347420758284,0.2751056049395283,0.25433962264150944
332,Ecuador,1998,22.315,0.368,0.093,1.829,0.223,99.978,8196.226,1.65,12198000.0,60592427008.0,0.0,0.0,0.0,0.0,0.0,0.3558755620366997,0.5116574435271702,0.19225882122959634,0.11515151515151507,0.13673088875077685,0.26789753702689334,0.2452830188679245
333,Ecuador,1999,21.365,0.363,0.087,1.717,0.227,94.079,7561.427,1.599,12442000.0,58849595392.0,0.0,0.0,0.0,0.0,0.0,0.2981528739822579,0.4224651486286248,0.21610790734043592,0.09999999999999992,0.06712243629583599,0.16969867225582236,0.2067924528301887
334,Ecuador,2000,20.563,0.329,0.082,1.622,0.205,100.126,7895.75,1.6,12681000.0,62578487296.0,0.0,0.0,0.0,0.0,0.0,0.24942277311945563,0.5138951888475611,0.2394682826703157,-0.003030303030303033,0.008079552517091438,0.2214160490425828,0.20754716981132088
335,Ecuador,2001,22.939,0.342,0.091,1.776,0.226,101.318,7845.001,1.51,12915000.0,67085246464.0,0.0,0.0,0.0,0.0,0.0,0.3937902539798276,0.5319181106171942,0.26233994721923565,0.0363636363636364,0.1037911746426352,0.21356554173512476,0.13962264150943401
336,Ecuador,2002,24.753,0.333,0.096,1.883,0.248,99.902,7601.156,1.344,13143000.0,74319634432.0,0.0,0.0,0.0,0.0,0.0,0.5040102078016772,0.5105083310653481,0.2846251588310038,0.0090909090909091,0.17029210689869487,0.1758444643860713,0.014339622641509531
337,Ecuador,2003,26.748,0.34,0.098,2.001,0.263,101.586,7598.033,1.29,13370000.0,78718550016.0,0.0,0.0,0.0,0.0,0.0,0.6252278527160046,0.535970244035199,0.30681262828658,0.030303030303030328,0.24362958359229328,0.1753613586239639,-0.026415094339622584
338,Ecuador,2004,28.786,0.327,0.101,2.117,0.257,112.18,8250.932,1.273,13596000.0,88135221248.0,0.0,0.0,0.0,0.0,0.0,0.7490582087738489,0.6961504732528955,0.3289023555859642,-0.0090909090909091,0.31572405220633937,0.2763601639311043,-0.03924528301886796
339,Ecuador,2005,29.97,0.297,0.102,2.168,0.252,119.047,8610.371,1.179,13826000.0,101000000000.0,0.0,0.0,0.0,0.0,0.0,0.8209989063069633,0.799978832138861,0.35138305151011634,-0.10000000000000009,0.34742075823492863,0.3319628062705673,-0.11018867924528296
