,index,Country,Year,GHG
21024,34148,Italy,2010,96.434
21025,34149,Italy,2011,108.084
21026,34150,Italy,2012,109.123
21027,34151,Italy,2013,103.314
21028,34152,Italy,2014,87.953
21029,34153,Italy,2015,115.647
21030,34154,Italy,2016,97.812
21031,34155,Italy,2017,102.239
21032,34156,Italy,2018,109.324
21033,34851,Italy,1990,17.673
21034,34852,Italy,1991,17.138
21035,34853,Italy,1992,17.182
21036,34854,Italy,1993,17.143
21037,34855,Italy,1994,17.715
21038,34856,Italy,1995,16.885
21039,34857,Italy,1996,16.87
21040,34858,Italy,1997,17.408
21041,34859,Italy,1998,17.638
21042,34860,Italy,1999,18.4
21043,34861,Italy,2000,17.255
21044,34862,Italy,2001,16.393
21045,34863,Italy,2002,15.865
21046,34864,Italy,2003,16.412
21047,34865,Italy,2004,14.071
21048,34866,Italy,2005,15.636
21049,34867,Italy,2006,15.372
21050,34868,Italy,2007,15.7
21051,34869,Italy,2008,15.288
21052,34870,Italy,2009,12.658
21053,34871,Italy,2010,13.359
21054,34872,Italy,2011,13.698
21055,34873,Italy,2012,13.33
21056,34874,Italy,2013,12.157
21057,34875,Italy,2014,11.938
21058,34876,Italy,2015,12.538
21059,34877,Italy,2016,12.303
21060,34878,Italy,2017,12.159
21061,34879,Italy,2018,12.616
21062,35457,Italy,1995,22.953
21063,35458,Italy,1996,22.953
21064,35459,Italy,1997,22.953
21065,35460,Italy,1998,22.953
21066,35461,Italy,1999,22.953
21067,35462,Italy,2000,22.953
21068,35463,Italy,2001,22.953
21069,35464,Italy,2002,22.953
21070,35465,Italy,2003,22.953
21071,35466,Italy,2004,22.953
21072,35467,Italy,2005,22.953
21073,35468,Italy,2006,22.953
21074,35469,Italy,2007,22.953
21075,35470,Italy,2008,22.953
21076,35471,Italy,2009,22.953
21077,35472,Italy,2010,22.953
21078,35473,Italy,2011,22.953
21079,35474,Italy,2012,22.953
21080,35475,Italy,2013,22.953
21081,35476,Italy,2014,22.953
21082,35477,Italy,2015,22.953
21083,35478,Italy,2016,22.953
21084,35479,Italy,2017,22.953
21085,35480,Italy,2018,20.923
21086,36738,Italy,1990,100.0
21087,36739,Italy,1991,99.893
21088,36740,Italy,1992,99.959
21089,36741,Italy,1993,98.213
21090,36742,Italy,1994,96.935
21091,36743,Italy,1995,102.357
21092,36744,Italy,1996,100.975
21093,36745,Italy,1997,102.291
21094,36746,Italy,1998,105.032
21095,36747,Italy,1999,106.059
21096,36748,Italy,2000,106.948
21097,36749,Italy,2001,106.994
21098,36750,Italy,2002,108.731
21099,36751,Italy,2003,112.825
21100,36752,Italy,2004,114.066
21101,36753,Italy,2005,114.154
21102,36754,Italy,2006,113.04
21103,36755,Italy,2007,111.343
21104,36756,Italy,2008,108.726
21105,36757,Italy,2009,96.488
21106,36758,Italy,2010,99.014
21107,36759,Italy,2011,96.354
21108,36760,Italy,2012,91.677
21109,36761,Italy,2013,83.918
21110,36762,Italy,2014,79.419
21111,36763,Italy,2015,82.21
21112,36764,Italy,2016,81.404
21113,36765,Italy,2017,80.244
21114,36766,Italy,2018,79.47
21115,37404,Italy,1990,7.845
21116,37405,Italy,1991,7.74
21117,37406,Italy,1992,7.638
21118,37407,Italy,1993,7.162
21119,37408,Italy,1994,6.969
21120,37409,Italy,1995,7.248
21121,37410,Italy,1996,6.753
21122,37411,Italy,1997,6.76
21123,37412,Italy,1998,6.723
21124,37413,Italy,1999,6.75
21125,37414,Italy,2000,7.095
21126,37415,Italy,2001,7.425
21127,37416,Italy,2002,7.417
21128,37417,Italy,2003,7.467
21129,37418,Italy,2004,7.922
21130,37419,Italy,2005,8.058
21131,37420,Italy,2006,7.538
21132,37421,Italy,2007,7.656
21133,37422,Italy,2008,7.389
21134,37423,Italy,2009,7.165
21135,37424,Italy,2010,7.215
21136,37425,Italy,2011,7.452
21137,37426,Italy,2012,7.175
21138,37427,Italy,2013,7.522
21139,37428,Italy,2014,7.795
21140,37429,Italy,2015,7.57
21141,37430,Italy,2016,7.677
21142,37431,Italy,2017,7.869
21143,37432,Italy,2018,8.122
21144,38113,Italy,1995,100.0
21145,38114,Italy,1996,100.0
21146,38115,Italy,1997,100.0
21147,38116,Italy,1998,100.0
21148,38117,Italy,1999,100.0
21149,38118,Italy,2000,100.0
21150,38119,Italy,2001,100.0
21151,38120,Italy,2002,100.0
21152,38121,Italy,2003,100.0
21153,38122,Italy,2004,100.0
21154,38123,Italy,2005,100.0
21155,38124,Italy,2006,100.0
21156,38125,Italy,2007,100.0
21157,38126,Italy,2008,100.0
21158,38127,Italy,2009,100.0
21159,38128,Italy,2010,100.0
21160,38129,Italy,2011,100.0
21161,38130,Italy,2012,100.0
21162,38131,Italy,2013,100.0
21163,38132,Italy,2014,100.0
21164,38133,Italy,2015,100.0
21165,38134,Italy,2016,100.0
21166,38135,Italy,2017,100.0
21167,38136,Italy,2018,91.157
21168,38542,Italy,1990,100.0
21169,38543,Italy,1991,103.901
21170,38544,Italy,1992,102.116
21171,38545,Italy,1993,103.821
21172,38546,Italy,1994,101.796
21173,38547,Italy,1995,105.924
21174,38548,Italy,1996,106.369
21175,38549,Italy,1997,110.138
21176,38550,Italy,1998,111.196
21177,38551,Italy,1999,113.335
21178,38552,Italy,2000,110.032
21179,38553,Italy,2001,110.78
21180,38554,Italy,2002,108.427
21181,38555,Italy,2003,107.855
21182,38556,Italy,2004,110.93
21183,38557,Italy,2005,107.666
21184,38558,Italy,2006,88.812
21185,38559,Italy,2007,86.063
21186,38560,Italy,2008,80.289
21187,38561,Italy,2009,75.877
21188,38562,Italy,2010,73.275
21189,38563,Italy,2011,71.273
21190,38564,Italy,2012,73.167
21191,38565,Italy,2013,70.246
21192,38566,Italy,2014,68.496
21193,38567,Italy,2015,68.594
21194,38568,Italy,2016,69.517
21195,38569,Italy,2017,69.161
21196,38570,Italy,2018,67.962
21197,39877,Italy,1990,82.076
21198,39878,Italy,1991,81.927
21199,39879,Italy,1992,82.034
21200,39880,Italy,1993,82.213
21201,39881,Italy,1994,82.22
21202,39882,Italy,1995,82.393
21203,39883,Italy,1996,82.674
21204,39884,Italy,1997,82.585
21205,39885,Italy,1998,83.028
21206,39886,Italy,1999,83.03
21207,39887,Italy,2000,82.769
21208,39888,Italy,2001,82.349
21209,39889,Italy,2002,82.703
21210,39890,Italy,2003,83.017
21211,39891,Italy,2004,82.796
21212,39892,Italy,2005,82.748
21213,39893,Italy,2006,83.241
21214,39894,Italy,2007,82.96
21215,39895,Italy,2008,83.288
21216,39896,Italy,2009,82.613
21217,39897,Italy,2010,82.945
21218,39898,Italy,2011,82.486
21219,39899,Italy,2012,82.241
21220,39900,Italy,2013,81.486
21221,39901,Italy,2014,80.803
21222,39902,Italy,2015,81.307
21223,39903,Italy,2016,81.06
21224,39904,Italy,2017,80.8
21225,39905,Italy,2018,80.539
21226,41230,Italy,1990,19.8
21227,41231,Italy,1991,20.267
21228,41232,Italy,1992,21.306
21229,41233,Italy,1993,21.928
21230,41234,Italy,1994,22.155
21231,41235,Italy,1995,21.579
21232,41236,Italy,1996,22.16
21233,41237,Italy,1997,22.209
21234,41238,Italy,1998,22.528
21235,41239,Italy,1999,22.563
21236,41240,Italy,2000,22.408
21237,41241,Italy,2001,22.669
21238,41242,Italy,2002,22.85
21239,41243,Italy,2003,22.116
21240,41244,Italy,2004,22.184
21241,41245,Italy,2005,21.915
21242,41246,Italy,2006,22.5
21243,41247,Italy,2007,22.741
21244,41248,Italy,2008,22.01
21245,41249,Italy,2009,23.289
21246,41250,Italy,2010,22.489
21247,41251,Italy,2011,22.836
21248,41252,Italy,2012,22.132
21249,41253,Italy,2013,23.276
21250,41254,Italy,2014,25.528
21251,41255,Italy,2015,24.178
21252,41256,Italy,2016,24.035
21253,41257,Italy,2017,23.397
21254,41258,Italy,2018,24.387
21255,42400,Italy,1990,100.0
21256,42401,Italy,1991,86.345
21257,42402,Italy,1992,62.568
21258,42403,Italy,1993,57.521
21259,42404,Italy,1994,48.943
21260,42405,Italy,1995,51.338
21261,42406,Italy,1996,42.471
21262,42407,Italy,1997,44.072
21263,42408,Italy,1998,45.732
21264,42409,Italy,1999,45.671
21265,42410,Italy,2000,51.207
21266,42411,Italy,2001,51.689
21267,42412,Italy,2002,51.3
21268,42413,Italy,2003,64.75
21269,42414,Italy,2004,67.113
21270,42415,Italy,2005,66.737
21271,42416,Italy,2006,66.572
21272,42417,Italy,2007,64.888
21273,42418,Italy,2008,58.909
21274,42419,Italy,2009,41.81
21275,42420,Italy,2010,52.303
21276,42421,Italy,2011,57.15
21277,42422,Italy,2012,51.575
21278,42423,Italy,2013,58.669
21279,42424,Italy,2014,53.816
21280,42425,Italy,2015,58.081
21281,42426,Italy,2016,55.514
21282,42427,Italy,2017,45.192
21283,42428,Italy,2018,57.012
21284,42742,Italy,1990,2.505
21285,42743,Italy,1991,2.467
21286,42744,Italy,1992,2.48
21287,42745,Italy,1993,2.526
21288,42746,Italy,1994,2.494
21289,42747,Italy,1995,2.299
21290,42748,Italy,1996,2.265
21291,42749,Italy,1997,2.256
21292,42750,Italy,1998,2.194
21293,42751,Italy,1999,1.985
21294,42752,Italy,2000,1.967
21295,42753,Italy,2001,1.854
21296,42754,Italy,2002,1.804
21297,42755,Italy,2003,1.815
21298,42756,Italy,2004,1.627
21299,42757,Italy,2005,1.606
21300,42758,Italy,2006,1.526
21301,42759,Italy,2007,1.511
21302,42760,Italy,2008,1.561
21303,42761,Italy,2009,1.63
21304,42762,Italy,2010,1.682
21305,42763,Italy,2011,1.754
21306,42764,Italy,2012,1.797
21307,42765,Italy,2013,1.923
21308,42766,Italy,2014,1.906
21309,42767,Italy,2015,1.738
21310,42768,Italy,2016,1.609
21311,42769,Italy,2017,1.664
21312,42770,Italy,2018,1.59
21313,44192,Italy,1990,6.726
21314,44193,Italy,1991,6.857
21315,44194,Italy,1992,6.772
21316,44195,Italy,1993,6.928
21317,44196,Italy,1994,6.943
21318,44197,Italy,1995,6.582
21319,44198,Italy,1996,6.627
21320,44199,Italy,1997,6.643
21321,44200,Italy,1998,6.375
21322,44201,Italy,1999,6.382
21323,44202,Italy,2000,6.173
21324,44203,Italy,2001,6.04
21325,44204,Italy,2002,5.872
21326,44205,Italy,2003,5.664
21327,44206,Italy,2004,5.57
21328,44207,Italy,2005,5.463
21329,44208,Italy,2006,5.519
21330,44209,Italy,2007,5.701
21331,44210,Italy,2008,5.654
21332,44211,Italy,2009,6.129
21333,44212,Italy,2010,5.868
21334,44213,Italy,2011,6.12
21335,44214,Italy,2012,6.468
21336,44215,Italy,2013,6.825
21337,44216,Italy,2014,7.07
21338,44217,Italy,2015,6.895
21339,44218,Italy,2016,7.07
21340,44219,Italy,2017,7.1
21341,44220,Italy,2018,7.061
21342,46553,Italy,1990,26.645
21343,46554,Italy,1991,25.501
21344,46555,Italy,1992,25.399
21345,46556,Italy,1993,24.6
21346,46557,Italy,1994,25.369
21347,46558,Italy,1995,26.535
21348,46559,Italy,1996,25.81
21349,46560,Italy,1997,25.875
21350,46561,Italy,1998,25.517
21351,46562,Italy,1999,24.273
21352,46563,Italy,2000,26.15
21353,46564,Italy,2001,25.817
21354,46565,Italy,2002,27.494
21355,46566,Italy,2003,27.457
21356,46567,Italy,2004,29.435
21357,46568,Italy,2005,27.124
21358,46569,Italy,2006,28.022
21359,46570,Italy,2007,27.84
21360,46571,Italy,2008,27.958
21361,46572,Italy,2009,26.577
21362,46573,Italy,2010,26.675
21363,46574,Italy,2011,26.714
21364,46575,Italy,2012,26.799
21365,46576,Italy,2013,24.581
21366,46577,Italy,2014,23.684
21367,46578,Italy,2015,24.077
21368,46579,Italy,2016,23.996
21369,46580,Italy,2017,24.288
21370,46581,Italy,2018,22.409
21371,47133,Italy,1990,100.0
21372,47134,Italy,1991,101.822
21373,47135,Italy,1992,101.512
21374,47136,Italy,1993,102.147
21375,47137,Italy,1994,103.028
21376,47138,Italy,1995,104.308
21377,47139,Italy,1996,105.325
21378,47140,Italy,1997,106.459
21379,47141,Italy,1998,105.457
21380,47142,Italy,1999,105.402
21381,47143,Italy,2000,105.22
21382,47144,Italy,2001,105.433
21383,47145,Italy,2002,102.057
21384,47146,Italy,2003,102.485
21385,47147,Italy,2004,99.132
21386,47148,Italy,2005,100.168
21387,47149,Italy,2006,97.549
21388,47150,Italy,2007,98.997
21389,47151,Italy,2008,98.094
21390,47152,Italy,2009,98.02
21391,47153,Italy,2010,97.373
21392,47154,Italy,2011,94.449
21393,47155,Italy,2012,95.69
21394,47156,Italy,2013,92.794
21395,47157,Italy,2014,90.999
21396,47158,Italy,2015,90.955
21397,47159,Italy,2016,89.951
21398,47160,Italy,2017,90.488
21399,47161,Italy,2018,89.191
21400,48200,Italy,1990,15.232
21401,48201,Italy,1991,16.302
21402,48202,Italy,1992,15.396
21403,48203,Italy,1993,15.706
21404,48204,Italy,1994,14.17
21405,48205,Italy,1995,14.8
21406,48206,Italy,1996,15.323
21407,48207,Italy,1997,14.586
21408,48208,Italy,1998,14.942
21409,48209,Italy,1999,15.59
21410,48210,Italy,2000,14.83
21411,48211,Italy,2001,15.548
21412,48212,Italy,2002,14.63
21413,48213,Italy,2003,15.093
21414,48214,Italy,2004,15.273
21415,48215,Italy,2005,16.241
21416,48216,Italy,2006,15.633
21417,48217,Italy,2007,14.995
21418,48218,Italy,2008,16.325
21419,48219,Italy,2009,18.273
21420,48220,Italy,2010,18.606
21421,48221,Italy,2011,17.376
21422,48222,Italy,2012,18.108
21423,48223,Italy,2013,19.409
21424,48224,Italy,2014,17.607
21425,48225,Italy,2015,18.666
21426,48226,Italy,2016,18.995
21427,48227,Italy,2017,19.212
21428,48228,Italy,2018,19.454
21429,48636,Italy,1990,3.353
21430,48637,Italy,1991,3.475
21431,48638,Italy,1992,3.556
21432,48639,Italy,1993,3.698
21433,48640,Italy,1994,3.868
21434,48641,Italy,1995,3.777
21435,48642,Italy,1996,3.947
21436,48643,Italy,1997,4.012
21437,48644,Italy,1998,3.874
21438,48645,Italy,1999,3.837
21439,48646,Italy,2000,3.962
21440,48647,Italy,2001,4.186
21441,48648,Italy,2002,4.008
21442,48649,Italy,2003,3.852
21443,48650,Italy,2004,3.712
21444,48651,Italy,2005,3.731
21445,48652,Italy,2006,3.703
21446,48653,Italy,2007,3.683
21447,48654,Italy,2008,3.669
21448,48655,Italy,2009,4.093
21449,48656,Italy,2010,3.972
21450,48657,Italy,2011,3.942
21451,48658,Italy,2012,4.117
21452,48659,Italy,2013,4.167
21453,48660,Italy,2014,4.331
21454,48661,Italy,2015,4.228
21455,48662,Italy,2016,4.194
21456,48663,Italy,2017,4.232
21457,48664,Italy,2018,4.278
21458,51474,Italy,1990,100.0
21459,51475,Italy,1991,101.193
21460,51476,Italy,1992,106.285
21461,51477,Italy,1993,111.283
21462,51478,Italy,1994,149.564
21463,51479,Italy,1995,208.706
21464,51480,Italy,1996,150.541
21465,51481,Italy,1997,226.155
21466,51482,Italy,1998,343.607
21467,51483,Italy,1999,447.911
21468,51484,Italy,2000,560.591
21469,51485,Italy,2001,739.681
21470,51486,Italy,2002,947.982
21471,51487,Italy,2003,1176.66
21472,51488,Italy,2004,1454.58
21473,51489,Italy,2005,1715.533
21474,51490,Italy,2006,1968.404
21475,51491,Italy,2007,2128.843
21476,51492,Italy,2008,2340.013
21477,51493,Italy,2009,2523.256
21478,51494,Italy,2010,2714.619
21479,51495,Italy,2011,2920.93
21480,51496,Italy,2012,3062.191
21481,51497,Italy,2013,3213.462
21482,51498,Italy,2014,3359.859
21483,51499,Italy,2015,3465.94
21484,51500,Italy,2016,3595.356
21485,51501,Italy,2017,3695.475
21486,51502,Italy,2018,3731.924
21487,3633,Japan,1990,1270039.967
21488,3634,Japan,1991,1284001.177
21489,3635,Japan,1992,1296664.518
21490,3636,Japan,1993,1289105.604
21491,3637,Japan,1994,1353440.832
21492,3638,Japan,1995,1374505.101
21493,3639,Japan,1996,1386969.521
21494,3640,Japan,1997,1379301.653
21495,3641,Japan,1998,1330779.959
21496,3642,Japan,1999,1354370.003
21497,3643,Japan,2000,1374774.031
21498,3644,Japan,2001,1349333.276
21499,3645,Japan,2002,1373167.464
21500,3646,Japan,2003,1379116.924
21501,3647,Japan,2004,1371688.862
21502,3648,Japan,2005,1378770.807
21503,3649,Japan,2006,1357162.212
21504,3650,Japan,2007,1393190.467
21505,3651,Japan,2008,1321204.286
21506,3652,Japan,2009,1248422.286
21507,3653,Japan,2010,1302549.969
21508,3654,Japan,2011,1353603.926
21509,3655,Japan,2012,1396323.773
21510,3656,Japan,2013,1407809.066
21511,3657,Japan,2014,1358344.546
21512,3658,Japan,2015,1319800.191
21513,3659,Japan,2016,1302842.083
21514,3660,Japan,2017,1289239.533
21515,3661,Japan,2018,1238342.71
21516,3662,Japan,1990,100.0
21517,3663,Japan,1991,101.099
21518,3664,Japan,1992,102.096
21519,3665,Japan,1993,101.501
21520,3666,Japan,1994,106.567
21521,3667,Japan,1995,108.225
21522,3668,Japan,1996,109.207
21523,3669,Japan,1997,108.603
21524,3670,Japan,1998,104.783
21525,3671,Japan,1999,106.64
21526,3672,Japan,2000,108.247
21527,3673,Japan,2001,106.243
21528,3674,Japan,2002,108.12
21529,3675,Japan,2003,108.588
21530,3676,Japan,2004,108.004
21531,3677,Japan,2005,108.561
21532,3678,Japan,2006,106.86
21533,3679,Japan,2007,109.697
21534,3680,Japan,2008,104.029
21535,3681,Japan,2009,98.298
21536,3682,Japan,2010,102.56
21537,3683,Japan,2011,106.58
21538,3684,Japan,2012,109.943
21539,3685,Japan,2013,110.848
21540,3686,Japan,2014,106.953
21541,3687,Japan,2015,103.918
21542,3688,Japan,2016,102.583
21543,3689,Japan,2017,101.512
21544,3690,Japan,2018,97.504
21545,3691,Japan,1990,10.201
21546,3692,Japan,1991,10.278
21547,3693,Japan,1992,10.346
21548,3694,Japan,1993,10.255
21549,3695,Japan,1994,10.737
21550,3696,Japan,1995,10.877
21551,3697,Japan,1996,10.952
21552,3698,Japan,1997,10.87
21553,3699,Japan,1998,10.469
21554,3700,Japan,1999,10.637
21555,3701,Japan,2000,10.78
21556,3702,Japan,2001,10.565
21557,3703,Japan,2002,10.737
21558,3704,Japan,2003,10.769
21559,3705,Japan,2004,10.699
21560,3706,Japan,2005,10.744
21561,3707,Japan,2006,10.568
21562,3708,Japan,2007,10.842
21563,3709,Japan,2008,10.279
21564,3710,Japan,2009,9.711
21565,3711,Japan,2010,10.133
21566,3712,Japan,2011,10.534
21567,3713,Japan,2012,10.873
21568,3714,Japan,2013,10.972
21569,3715,Japan,2014,10.598
21570,3716,Japan,2015,10.312
21571,3717,Japan,2016,10.197
21572,3718,Japan,2017,10.111
21573,3719,Japan,2018,9.735
21574,3720,Japan,1990,1158391.311
21575,3721,Japan,1991,1170065.729
21576,3722,Japan,1992,1179740.098
21577,3723,Japan,1993,1172647.309
21578,3724,Japan,1994,1227566.84
21579,3725,Japan,1995,1239928.158
21580,3726,Japan,1996,1251867.569
21581,3727,Japan,1997,1245112.034
21582,3728,Japan,1998,1205416.319
21583,3729,Japan,1999,1242015.307
21584,3730,Japan,2000,1264844.261
21585,3731,Japan,2001,1250211.046
21586,3732,Japan,2002,1279452.965
21587,3733,Japan,2003,1287642.182
21588,3734,Japan,2004,1282872.083
21589,3735,Japan,2005,1290056.277
21590,3736,Japan,2006,1266828.606
21591,3737,Japan,2007,1302524.285
21592,3738,Japan,2008,1231909.525
21593,3739,Japan,2009,1162647.866
21594,3740,Japan,2010,1214068.556
21595,3741,Japan,2011,1264155.127
21596,3742,Japan,2012,1305432.85
21597,3743,Japan,2013,1314702.999
21598,3744,Japan,2014,1263049.942
21599,3745,Japan,2015,1222781.315
21600,3746,Japan,2016,1203167.018
21601,3747,Japan,2017,1187661.454
21602,3748,Japan,2018,1135688.0
21603,3749,Japan,1990,44418.487
21604,3750,Japan,1991,43259.723
21605,3751,Japan,1992,44118.705
21606,3752,Japan,1993,40025.521
21607,3753,Japan,1994,43411.572
21608,3754,Japan,1995,41926.42
21609,3755,Japan,1996,40721.694
21610,3756,Japan,1997,39970.455
21611,3757,Japan,1998,38107.778
21612,3758,Japan,1999,37989.87
21613,3759,Japan,2000,37981.978
21614,3760,Japan,2001,37132.109
21615,3761,Japan,2002,36436.126
21616,3762,Japan,2003,34991.468
21617,3763,Japan,2004,36025.05
21618,3764,Japan,2005,35845.439
21619,3765,Japan,2006,35263.723
21620,3766,Japan,2007,35539.525
21621,3767,Japan,2008,35239.646
21622,3768,Japan,2009,34276.54
21623,3769,Japan,2010,34783.599
21624,3770,Japan,2011,33776.169
21625,3771,Japan,2012,32903.964
21626,3772,Japan,2013,32533.424
21627,3773,Japan,2014,31886.893
21628,3774,Japan,2015,31064.694
21629,3775,Japan,2016,30736.222
21630,3776,Japan,2017,30237.192
21631,3777,Japan,2018,29854.897
21632,3778,Japan,1990,31875.879
21633,3779,Japan,1991,31580.537
21634,3780,Japan,1992,31752.764
21635,3781,Japan,1993,31615.368
21636,3782,Japan,1994,32871.018
21637,3783,Japan,1995,33178.794
21638,3784,Japan,1996,34309.232
21639,3785,Japan,1997,35116.489
21640,3786,Japan,1998,33533.048
21641,3787,Japan,1999,27386.599
21642,3788,Japan,2000,29905.553
21643,3789,Japan,2001,26288.301
21644,3790,Japan,2002,25735.578
21645,3791,Japan,2003,25577.403
21646,3792,Japan,2004,25407.784
21647,3793,Japan,2005,24962.613
21648,3794,Japan,2006,24837.317
21649,3795,Japan,2007,24202.343
21650,3796,Japan,2008,23386.657
21651,3797,Japan,2009,22743.002
21652,3798,Japan,2010,22195.351
21653,3799,Japan,2011,21789.835
21654,3800,Japan,2012,21470.794
21655,3801,Japan,2013,21496.232
21656,3802,Japan,2014,21101.086
21657,3803,Japan,2015,20737.144
21658,3804,Japan,2016,20195.8
21659,3805,Japan,2017,20417.798
21660,3806,Japan,2018,19999.977
21661,3807,Japan,1990,15932.31
21662,3808,Japan,1991,17349.613
21663,3809,Japan,1992,17767.224
21664,3810,Japan,1993,18129.158
21665,3811,Japan,1994,21051.895
21666,3812,Japan,1995,25213.191
21667,3813,Japan,1996,24598.107
21668,3814,Japan,1997,24436.792
21669,3815,Japan,1998,23742.103
21670,3816,Japan,1999,24368.276
21671,3817,Japan,2000,22851.998
21672,3818,Japan,2001,19462.521
21673,3819,Japan,2002,16236.392
21674,3820,Japan,2003,16229.259
21675,3821,Japan,2004,12422.564
21676,3822,Japan,2005,12784.022
21677,3823,Japan,2006,14630.089
21678,3824,Japan,2007,16712.625
21679,3825,Japan,2008,19293.114
21680,3826,Japan,2009,20934.099
21681,3827,Japan,2010,23315.041
21682,3828,Japan,2011,26104.826
21683,3829,Japan,2012,29360.711
21684,3830,Japan,2013,32103.863
21685,3831,Japan,2014,35783.474
21686,3832,Japan,2015,39262.797
21687,3833,Japan,2016,42574.74
21688,3834,Japan,2017,44891.097
21689,3835,Japan,2018,46987.668
21690,3836,Japan,1990,6539.299
21691,3837,Japan,1991,7506.922
21692,3838,Japan,1992,7617.293
21693,3839,Japan,1993,10942.797
21694,3840,Japan,1994,13443.462
21695,3841,Japan,1995,17609.919
21696,3842,Japan,1996,18258.177
21697,3843,Japan,1997,19984.283
21698,3844,Japan,1998,16568.476
21699,3845,Japan,1999,13118.065
21700,3846,Japan,2000,11873.11
21701,3847,Japan,2001,9878.468
21702,3848,Japan,2002,9199.44
21703,3849,Japan,2003,8854.206
21704,3850,Japan,2004,9216.64
21705,3851,Japan,2005,8623.352
21706,3852,Japan,2006,8998.776
21707,3853,Japan,2007,7916.85
21708,3854,Japan,2008,5743.405
21709,3855,Japan,2009,4046.872
21710,3856,Japan,2010,4249.544
21711,3857,Japan,2011,3755.446
21712,3858,Japan,2012,3436.328
21713,3859,Japan,2013,3280.059
21714,3860,Japan,2014,3361.425
21715,3861,Japan,2015,3308.105
21716,3862,Japan,2016,3375.329
21717,3863,Japan,2017,3512.147
21718,3864,Japan,2018,3486.788
21719,3865,Japan,1990,12850.07
21720,3866,Japan,1991,14206.042
21721,3867,Japan,1992,15635.825
21722,3868,Japan,1993,15701.971
21723,3869,Japan,1994,15019.956
21724,3870,Japan,1995,16447.525
21725,3871,Japan,1996,17022.188
21726,3872,Japan,1997,14510.54
21727,3873,Japan,1998,13224.101
21728,3874,Japan,1999,9176.617
21729,3875,Japan,2000,7031.359
21730,3876,Japan,2001,6066.017
21731,3877,Japan,2002,5735.481
21732,3878,Japan,2003,5406.311
21733,3879,Japan,2004,5258.702
21734,3880,Japan,2005,5027.351
21735,3881,Japan,2006,5202.388
21736,3882,Japan,2007,4708.042
21737,3883,Japan,2008,4150.9
21738,3884,Japan,2009,2419.751
21739,3885,Japan,2010,2398.136
21740,3886,Japan,2011,2222.143
21741,3887,Japan,2012,2207.273
21742,3888,Japan,2013,2075.251
21743,3889,Japan,2014,2038.859
21744,3890,Japan,2015,2075.105
21745,3891,Japan,2016,2158.539
21746,3892,Japan,2017,2070.07
21747,3893,Japan,2018,2042.882
21748,9754,Japan,1990,1091949.905
21749,9755,Japan,1991,1102187.782
21750,9756,Japan,1992,1110605.607
21751,9757,Japan,1993,1104545.664
21752,9758,Japan,1994,1155275.966
21753,9759,Japan,1995,1167367.357
21754,9760,Japan,1996,1178176.03
21755,9761,Japan,1997,1173423.513
21756,9762,Japan,1998,1139418.231
21757,9763,Japan,1999,1175980.203
21758,9764,Japan,2000,1197996.456
21759,9765,Japan,2001,1185732.55
21760,9766,Japan,2002,1217352.92
21761,9767,Japan,2003,1226137.641
21762,9768,Japan,2004,1221820.71
21763,9769,Japan,2005,1228529.465
21764,9770,Japan,2006,1205663.448
21765,9771,Japan,2007,1241802.603
21766,9772,Japan,2008,1174201.839
21767,9773,Japan,2009,1112598.381
21768,9774,Japan,2010,1162557.714
21769,9775,Japan,2011,1213252.839
21770,9776,Japan,2012,1253720.473
21771,9777,Japan,2013,1261142.962
21772,9778,Japan,2014,1210491.338
21773,9779,Japan,2015,1171633.989
21774,9780,Japan,2016,1152745.609
21775,9781,Japan,2017,1137005.951
21776,9782,Japan,2018,1085718.541
21777,10699,Japan,1990,37412.703
21778,10700,Japan,1991,36658.893
21779,10701,Japan,1992,37920.86
21780,10702,Japan,1993,34691.351
21781,10703,Japan,1994,38292.174
21782,10704,Japan,1995,36978.944
21783,10705,Japan,1996,36202.61
21784,10706,Japan,1997,35886.59
21785,10707,Japan,1998,34518.482
21786,10708,Japan,1999,34726.378
21787,10709,Japan,2000,35265.029
21788,10710,Japan,2001,34802.951
21789,10711,Japan,2002,35027.514
21790,10712,Japan,2003,33960.214
21791,10713,Japan,2004,35142.147
21792,10714,Japan,2005,35223.73
21793,10715,Japan,2006,34978.562
21794,10716,Japan,2007,36112.829
21795,10717,Japan,2008,35509.449
21796,10718,Japan,2009,34797.849
21797,10719,Japan,2010,35897.795
21798,10720,Japan,2011,35336.568
21799,10721,Japan,2012,34777.138
21800,10722,Japan,2013,34756.138
21801,10723,Japan,2014,34240.671
21802,10724,Japan,2015,33625.425
21803,10725,Japan,2016,33479.484
21804,10726,Japan,2017,33381.374
21805,10727,Japan,2018,33252.433
21806,11416,Japan,1990,110945.373
21807,11417,Japan,1991,115438.68
21808,11418,Japan,1992,117266.928
21809,11419,Japan,1993,119447.344
21810,11420,Japan,1994,126977.34
21811,11421,Japan,1995,137101.932
21812,11422,Japan,1996,139285.617
21813,11423,Japan,1997,136326.627
21814,11424,Japan,1998,123578.64
21815,11425,Japan,1999,110943.131
21816,11426,Japan,2000,109030.044
21817,11427,Japan,2001,97997.609
21818,11428,Japan,2002,91081.415
21819,11429,Japan,2003,89654.162
21820,11430,Japan,2004,86259.407
21821,11431,Japan,2005,87362.745
21822,11432,Japan,2006,90235.815
21823,11433,Japan,2007,89316.749
