,index,Country,Year,GHG
4702,951,Canada,2015,36490.29
4703,952,Canada,2016,37239.845
4704,953,Canada,2017,36556.527
4705,954,Canada,2018,37944.542
4706,955,Canada,1990,970.54
4707,956,Canada,1991,1056.661
4708,957,Canada,1992,829.777
4709,958,Canada,1995,460.505
4710,959,Canada,1996,810.625
4711,960,Canada,1997,1122.303
4712,961,Canada,1998,1620.112
4713,962,Canada,1999,2160.365
4714,963,Canada,2000,2754.842
4715,964,Canada,2001,3159.296
4716,965,Canada,2002,3607.068
4717,966,Canada,2003,3979.858
4718,967,Canada,2004,4584.774
4719,968,Canada,2005,5107.033
4720,969,Canada,2006,5391.076
4721,970,Canada,2007,6077.573
4722,971,Canada,2008,6135.671
4723,972,Canada,2009,6909.971
4724,973,Canada,2010,7729.054
4725,974,Canada,2011,8592.449
4726,975,Canada,2012,9083.742
4727,976,Canada,2013,10075.665
4728,977,Canada,2014,10951.029
4729,978,Canada,2015,11042.448
4730,979,Canada,2016,11317.791
4731,980,Canada,2017,11528.086
4732,981,Canada,2018,12545.434
4733,982,Canada,1990,7557.902
4734,983,Canada,1991,8033.113
4735,984,Canada,1992,7578.683
4736,985,Canada,1993,7455.583
4737,986,Canada,1994,6895.015
4738,987,Canada,1995,6346.937
4739,988,Canada,1996,6501.371
4740,989,Canada,1997,6374.168
4741,990,Canada,1998,6476.193
4742,991,Canada,1999,5370.476
4743,992,Canada,2000,4984.525
4744,993,Canada,2001,4047.516
4745,994,Canada,2002,3462.963
4746,995,Canada,2003,3489.904
4747,996,Canada,2004,3521.879
4748,997,Canada,2005,3838.449
4749,998,Canada,2006,2985.128
4750,999,Canada,2007,2533.629
4751,1000,Canada,2008,2600.876
4752,1001,Canada,2009,2509.783
4753,1002,Canada,2010,1858.502
4754,1003,Canada,2011,1686.647
4755,1004,Canada,2012,1798.501
4756,1005,Canada,2013,1616.989
4757,1006,Canada,2014,1088.024
4758,1007,Canada,2015,968.003
4759,1008,Canada,2016,764.677
4760,1009,Canada,2017,744.096
4761,1010,Canada,2018,621.033
4762,1011,Canada,1990,3225.922
4763,1012,Canada,1991,3685.239
4764,1013,Canada,1992,2557.113
4765,1014,Canada,1993,2373.544
4766,1015,Canada,1994,2441.74
4767,1016,Canada,1995,2275.156
4768,1017,Canada,1996,1768.646
4769,1018,Canada,1997,1827.631
4770,1019,Canada,1998,2357.482
4771,1020,Canada,1999,2410.099
4772,1021,Canada,2000,2902.96
4773,1022,Canada,2001,2557.101
4774,1023,Canada,2002,3015.811
4775,1024,Canada,2003,2651.431
4776,1025,Canada,2004,2339.901
4777,1026,Canada,2005,1417.362
4778,1027,Canada,2006,1526.74
4779,1028,Canada,2007,726.193
4780,1029,Canada,2008,644.333
4781,1030,Canada,2009,373.87
4782,1031,Canada,2010,442.094
4783,1032,Canada,2011,395.694
4784,1033,Canada,2012,440.042
4785,1034,Canada,2013,436.522
4786,1035,Canada,2014,383.382
4787,1036,Canada,2015,429.963
4788,1037,Canada,2016,334.292
4789,1038,Canada,2017,281.947
4790,1039,Canada,2018,309.396
4791,8806,Canada,1990,20711.038
4792,8807,Canada,1991,20838.73
4793,8808,Canada,1992,20862.214
4794,8809,Canada,1993,21117.547
4795,8810,Canada,1994,21386.376
4796,8811,Canada,1995,21226.697
4797,8812,Canada,1996,21068.662
4798,8813,Canada,1997,17915.621
4799,8814,Canada,1998,17595.695
4800,8815,Canada,1999,19072.2
4801,8816,Canada,2000,19627.614
4802,8817,Canada,2001,18961.179
4803,8818,Canada,2002,19599.123
4804,8819,Canada,2003,19499.572
4805,8820,Canada,2004,19846.849
4806,8821,Canada,2005,19897.84
4807,8822,Canada,2006,19952.982
4808,8823,Canada,2007,19795.916
4809,8824,Canada,2008,18798.216
4810,8825,Canada,2009,17756.012
4811,8826,Canada,2010,17159.889
4812,8827,Canada,2011,17178.253
4813,8828,Canada,2012,17223.488
4814,8829,Canada,2013,17467.264
4815,8830,Canada,2014,17481.166
4816,8831,Canada,2015,17953.456
4817,8832,Canada,2016,17956.793
4818,8833,Canada,2017,17933.817
4819,8834,Canada,2018,17652.421
4820,9984,Canada,1990,56911.749
4821,9985,Canada,1991,58355.781
4822,9986,Canada,1992,56116.89
4823,9987,Canada,1993,55819.446
4824,9988,Canada,1994,57714.196
4825,9989,Canada,1995,58333.565
4826,9990,Canada,1996,60605.358
4827,9991,Canada,1997,60121.923
4828,9992,Canada,1998,56942.233
4829,9993,Canada,1999,54457.12
4830,9994,Canada,2000,54004.66
4831,9995,Canada,2001,51988.619
4832,9996,Canada,2002,53993.346
4833,9997,Canada,2003,56058.627
4834,9998,Canada,2004,60156.7
4835,9999,Canada,2005,56553.912
4836,10000,Canada,2006,56981.884
4837,10001,Canada,2007,55570.689
4838,10002,Canada,2008,55189.426
4839,10003,Canada,2009,48171.457
4840,10004,Canada,2010,51435.901
4841,10005,Canada,2011,55111.757
4842,10006,Canada,2012,59280.214
4843,10007,Canada,2013,56815.338
4844,10008,Canada,2014,54735.985
4845,10009,Canada,2015,54339.909
4846,10010,Canada,2016,55227.836
4847,10011,Canada,2017,54017.097
4848,10012,Canada,2018,56319.994
4849,11782,Canada,1990,478660.014
4850,11783,Canada,1991,468909.264
4851,11784,Canada,1992,486994.428
4852,11785,Canada,1993,488346.477
4853,11786,Canada,1994,505384.555
4854,11787,Canada,1995,519548.596
4855,11788,Canada,1996,537608.715
4856,11789,Canada,1997,552779.812
4857,11790,Canada,1998,562679.992
4858,11791,Canada,1999,577594.932
4859,11792,Canada,2000,600027.845
4860,11793,Canada,2001,592270.513
4861,11794,Canada,2002,594271.902
4862,11795,Canada,2003,606735.582
4863,11796,Canada,2004,602108.182
4864,11797,Canada,2005,593443.038
4865,11798,Canada,2006,585000.088
4866,11799,Canada,2007,608556.526
4867,11800,Canada,2008,590065.676
4868,11801,Canada,2009,558390.805
4869,11802,Canada,2010,566899.524
4870,11803,Canada,2011,575251.276
4871,11804,Canada,2012,576757.025
4872,11805,Canada,2013,587303.269
4873,11806,Canada,2014,591490.446
4874,11807,Canada,2015,589854.888
4875,11808,Canada,2016,573678.592
4876,11809,Canada,2017,583505.239
4877,11810,Canada,2018,595995.221
4878,13429,Canada,1990,46939.065
4879,13430,Canada,1991,46769.207
4880,13431,Canada,1992,48496.978
4881,13432,Canada,1993,49765.038
4882,13433,Canada,1994,51889.207
4883,13434,Canada,1995,53949.118
4884,13435,Canada,1996,55292.48
4885,13436,Canada,1997,55297.27
4886,13437,Canada,1998,55841.155
4887,13438,Canada,1999,56239.513
4888,13439,Canada,2000,57021.475
4889,13440,Canada,2001,56476.857
4890,13441,Canada,2002,56083.988
4891,13442,Canada,2003,57952.024
4892,13443,Canada,2004,59472.75
4893,13444,Canada,2005,59852.375
4894,13445,Canada,2006,58581.155
4895,13446,Canada,2007,58390.533
4896,13447,Canada,2008,58514.651
4897,13448,Canada,2009,56175.297
4898,13449,Canada,2010,55035.303
4899,13450,Canada,2011,54871.693
4900,13451,Canada,2012,56847.57
4901,13452,Canada,2013,59291.584
4902,13453,Canada,2014,57646.147
4903,13454,Canada,2015,58231.926
4904,13455,Canada,2016,59333.193
4905,13456,Canada,2017,58382.054
4906,13457,Canada,2018,59381.634
4907,13563,Canada,1990,0.705
4908,13564,Canada,1991,0.711
4909,13565,Canada,1992,0.725
4910,13566,Canada,1993,0.71
4911,13567,Canada,1994,0.703
4912,13568,Canada,1995,0.702
4913,13569,Canada,1996,0.714
4914,13570,Canada,1997,0.696
4915,13571,Canada,1998,0.677
4916,13572,Canada,1999,0.657
4917,13573,Canada,2000,0.645
4918,13574,Canada,2001,0.625
4919,13575,Canada,2002,0.61
4920,13576,Canada,2003,0.613
4921,13577,Canada,2004,0.595
4922,13578,Canada,2005,0.568
4923,13579,Canada,2006,0.546
4924,13580,Canada,2007,0.551
4925,13581,Canada,2008,0.531
4926,13582,Canada,2009,0.516
4927,13583,Canada,2010,0.508
4928,13584,Canada,2011,0.501
4929,13585,Canada,2012,0.497
4930,13586,Canada,2013,0.493
4931,13587,Canada,2014,0.479
4932,13588,Canada,2015,0.474
4933,13589,Canada,2016,0.458
4934,13590,Canada,2017,0.449
4935,13591,Canada,2018,0.45
4936,14813,Canada,1990,124333.67
4937,14814,Canada,1991,119161.307
4938,14815,Canada,1992,122287.296
4939,14816,Canada,1993,124225.57
4940,14817,Canada,1994,129015.542
4941,14818,Canada,1995,130921.282
4942,14819,Canada,1996,134833.249
4943,14820,Canada,1997,140128.706
4944,14821,Canada,1998,145628.507
4945,14822,Canada,1999,151252.25
4946,14823,Canada,2000,151472.251
4947,14824,Canada,2001,151890.054
4948,14825,Canada,2002,153257.189
4949,14826,Canada,2003,155296.086
4950,14827,Canada,2004,158794.728
4951,14828,Canada,2005,164244.8
4952,14829,Canada,2006,164811.04
4953,14830,Canada,2007,166689.162
4954,14831,Canada,2008,165761.693
4955,14832,Canada,2009,161372.646
4956,14833,Canada,2010,166321.948
4957,14834,Canada,2011,166931.91
4958,14835,Canada,2012,169211.776
4959,14836,Canada,2013,173612.344
4960,14837,Canada,2014,172289.474
4961,14838,Canada,2015,173350.876
4962,14839,Canada,2016,175219.053
4963,14840,Canada,2017,178878.959
4964,14841,Canada,2018,186713.48
4965,17220,Canada,1990,48955.442
4966,17221,Canada,1991,50517.553
4967,17222,Canada,1992,54740.6
4968,17223,Canada,1993,57260.259
4969,17224,Canada,1994,60676.62
4970,17225,Canada,1995,63742.051
4971,17226,Canada,1996,68268.633
4972,17227,Canada,1997,70415.562
4973,17228,Canada,1998,72558.646
4974,17229,Canada,1999,69902.757
4975,17230,Canada,2000,69425.749
4976,17231,Canada,2001,67279.401
4977,17232,Canada,2002,64893.604
4978,17233,Canada,2003,63245.238
4979,17234,Canada,2004,62930.084
4980,17235,Canada,2005,60907.544
4981,17236,Canada,2006,61286.066
4982,17237,Canada,2007,60830.74
4983,17238,Canada,2008,59382.068
4984,17239,Canada,2009,55165.743
4985,17240,Canada,2010,54630.84
4986,17241,Canada,2011,55397.127
4987,17242,Canada,2012,58567.387
4988,17243,Canada,2013,60674.069
4989,17244,Canada,2014,62801.49
4990,17245,Canada,2015,60302.327
4991,17246,Canada,2016,54875.955
4992,17247,Canada,2017,55343.465
4993,17248,Canada,2018,55464.885
4994,17858,Canada,1990,-59626.703
4995,17859,Canada,1991,-65277.636
4996,17860,Canada,1992,-57758.686
4997,17861,Canada,1993,-51138.023
4998,17862,Canada,1994,-52987.167
4999,17863,Canada,1995,-39969.51
5000,17864,Canada,1996,-47948.643
5001,17865,Canada,1997,-49142.82
5002,17866,Canada,1998,-55999.142
5003,17867,Canada,1999,-45284.0
5004,17868,Canada,2000,-31791.226
5005,17869,Canada,2001,-47756.014
5006,17870,Canada,2002,-33995.964
5007,17871,Canada,2003,-39990.455
5008,17872,Canada,2004,-17337.163
5009,17873,Canada,2005,-12706.155
5010,17874,Canada,2006,-21645.976
5011,17875,Canada,2007,-24509.631
5012,17876,Canada,2008,-29703.043
5013,17877,Canada,2009,-41634.126
5014,17878,Canada,2010,-25243.522
5015,17879,Canada,2011,-25386.768
5016,17880,Canada,2012,-28063.62
5017,17881,Canada,2013,-25247.863
5018,17882,Canada,2014,-24720.604
5019,17883,Canada,2015,-18154.028
5020,17884,Canada,2016,-18527.79
5021,17885,Canada,2017,-16413.714
5022,17886,Canada,2018,-12860.678
5023,17974,Canada,1990,147087.819
5024,17975,Canada,1991,144405.214
5025,17976,Canada,1992,153598.349
5026,17977,Canada,1993,148131.358
5027,17978,Canada,1994,150885.118
5028,17979,Canada,1995,155496.564
5029,17980,Canada,1996,157801.482
5030,17981,Canada,1997,167664.126
5031,17982,Canada,1998,183562.638
5032,17983,Canada,1999,192283.71
5033,17984,Canada,2000,207802.341
5034,17985,Canada,2001,212871.055
5035,17986,Canada,2002,212211.477
5036,17987,Canada,2003,220882.107
5037,17988,Canada,2004,213766.958
5038,17989,Canada,2005,208149.836
5039,17990,Canada,2006,205977.203
5040,17991,Canada,2007,219373.035
5041,17992,Canada,2008,206334.791
5042,17993,Canada,2009,191659.643
5043,17994,Canada,2010,195257.75
5044,17995,Canada,2011,193167.442
5045,17996,Canada,2012,197066.886
5046,17997,Canada,2013,197639.456
5047,17998,Canada,2014,197739.166
5048,17999,Canada,2015,202593.088
5049,18000,Canada,2016,197693.867
5050,18001,Canada,2017,196974.431
5051,18002,Canada,2018,192321.347
5052,18873,Canada,1990,86750.467
5053,18874,Canada,1991,86163.691
5054,18875,Canada,1992,88454.243
5055,18876,Canada,1993,92572.721
5056,18877,Canada,1994,93702.743
5057,18878,Canada,1995,95219.509
5058,18879,Canada,1996,100871.062
5059,18880,Canada,1997,98229.225
5060,18881,Canada,1998,89940.411
5061,18882,Canada,1999,92517.572
5062,18883,Canada,2000,98626.064
5063,18884,Canada,2001,93505.02
5064,18885,Canada,2002,97201.069
5065,18886,Canada,2003,101326.975
5066,18887,Canada,2004,98820.817
5067,18888,Canada,2005,96216.063
5068,18889,Canada,2006,90368.609
5069,18890,Canada,2007,96775.662
5070,18891,Canada,2008,95450.87
5071,18892,Canada,2009,92699.866
5072,18893,Canada,2010,90204.782
5073,18894,Canada,2011,95936.921
5074,18895,Canada,2012,89420.488
5075,18896,Canada,2013,92051.819
5076,18897,Canada,2014,95475.533
5077,18898,Canada,2015,91324.94
5078,18899,Canada,2016,86620.847
5079,18900,Canada,2017,90949.437
5080,18901,Canada,2018,97360.326
5081,19453,Canada,1990,197.819
5082,19454,Canada,1991,180.239
5083,19455,Canada,1992,179.108
5084,19456,Canada,1993,157.903
5085,19457,Canada,1994,161.848
5086,19458,Canada,1995,161.528
5087,19459,Canada,1996,167.789
5088,19460,Canada,1997,172.996
5089,19461,Canada,1998,139.791
5090,19462,Canada,1999,116.713
5091,19463,Canada,2000,164.33
5092,19464,Canada,2001,114.149
5093,19465,Canada,2002,120.62
5094,19466,Canada,2003,112.456
5095,19467,Canada,2004,109.543
5096,19468,Canada,2005,117.065
5097,19469,Canada,2006,135.412
5098,19470,Canada,2007,159.819
5099,19471,Canada,2008,146.202
5100,19472,Canada,2009,112.862
5101,19473,Canada,2010,108.199
5102,19474,Canada,2011,118.448
5103,19475,Canada,2012,161.95
5104,19476,Canada,2013,176.657
5105,19477,Canada,2014,172.571
5106,19478,Canada,2015,196.695
5107,19479,Canada,2016,210.656
5108,19480,Canada,2017,202.959
5109,19481,Canada,2018,209.828
5110,20410,Canada,1990,71334.797
5111,20411,Canada,1991,68481.26
5112,20412,Canada,1992,67734.833
5113,20413,Canada,1993,65998.666
5114,20414,Canada,1994,70942.683
5115,20415,Canada,1995,74007.662
5116,20416,Canada,1996,75666.499
5117,20417,Canada,1997,76169.197
5118,20418,Canada,1998,70849.999
5119,20419,Canada,1999,71521.93
5120,20420,Canada,2000,72537.026
5121,20421,Canada,2001,66610.749
5122,20422,Canada,2002,66587.857
5123,20423,Canada,2003,65872.635
5124,20424,Canada,2004,67685.967
5125,20425,Canada,2005,63807.645
5126,20426,Canada,2006,62421.672
5127,20427,Canada,2007,64728.022
5128,20428,Canada,2008,62989.967
5129,20429,Canada,2009,57379.96
5130,20430,Canada,2010,60375.919
5131,20431,Canada,2011,63699.343
5132,20432,Canada,2012,62328.453
5133,20433,Canada,2013,63148.837
5134,20434,Canada,2014,63012.111
5135,20435,Canada,2015,62086.746
5136,20436,Canada,2016,59057.945
5137,20437,Canada,2017,61155.719
5138,20438,Canada,2018,63925.087
5139,23606,Canada,1990,111.125
5140,23607,Canada,1991,126.948
5141,23608,Canada,1992,88.086
5142,23609,Canada,1993,81.763
5143,23610,Canada,1994,84.112
5144,23611,Canada,1995,78.374
5145,23612,Canada,1996,60.926
5146,23613,Canada,1997,62.958
5147,23614,Canada,1998,81.21
5148,23615,Canada,1999,83.022
5149,23616,Canada,2000,100.0
5150,23617,Canada,2001,88.086
5151,23618,Canada,2002,103.887
5152,23619,Canada,2003,91.335
5153,23620,Canada,2004,80.604
5154,23621,Canada,2005,48.825
5155,23622,Canada,2006,52.593
5156,23623,Canada,2007,25.016
5157,23624,Canada,2008,22.196
5158,23625,Canada,2009,12.879
5159,23626,Canada,2010,15.229
5160,23627,Canada,2011,13.631
5161,23628,Canada,2012,15.158
5162,23629,Canada,2013,15.037
5163,23630,Canada,2014,13.207
5164,23631,Canada,2015,14.811
5165,23632,Canada,2016,11.516
5166,23633,Canada,2017,9.712
5167,23634,Canada,2018,10.658
5168,24141,Canada,1990,80.767
5169,24142,Canada,1991,79.085
5170,24143,Canada,1992,81.627
5171,24144,Canada,1993,81.691
5172,24145,Canada,1994,84.318
5173,24146,Canada,1995,86.5
5174,24147,Canada,1996,89.264
5175,24148,Canada,1997,91.72
5176,24149,Canada,1998,93.267
5177,24150,Canada,1999,96.049
5178,24151,Canada,2000,100.0
5179,24152,Canada,2001,98.739
5180,24153,Canada,2002,99.77
5181,24154,Canada,2003,102.624
5182,24155,Canada,2004,102.367
5183,24156,Canada,2005,100.747
5184,24157,Canada,2006,99.788
5185,24158,Canada,2007,103.855
5186,24159,Canada,2008,100.599
5187,24160,Canada,2009,94.824
5188,24161,Canada,2010,97.097
5189,24162,Canada,2011,99.053
5190,24163,Canada,2012,99.576
5191,24164,Canada,2013,100.728
5192,24165,Canada,2014,100.661
5193,24166,Canada,2015,100.655
5194,24167,Canada,2016,98.579
5195,24168,Canada,2017,100.117
5196,24169,Canada,2018,102.507
5197,25659,Canada,1990,108.402
5198,25660,Canada,1991,104.259
5199,25661,Canada,1992,105.802
5200,25662,Canada,1993,105.769
5201,25663,Canada,1994,114.014
5202,25664,Canada,1995,115.508
5203,25665,Canada,1996,121.408
5204,25666,Canada,1997,117.882
5205,25667,Canada,1998,107.364
5206,25668,Canada,1999,101.305
5207,25669,Canada,2000,100.0
5208,25670,Canada,2001,97.156
5209,25671,Canada,2002,96.765
5210,25672,Canada,2003,100.857
5211,25673,Canada,2004,106.948
5212,25674,Canada,2005,103.792
5213,25675,Canada,2006,97.432
5214,25676,Canada,2007,99.47
5215,25677,Canada,2008,104.341
5216,25678,Canada,2009,95.469
5217,25679,Canada,2010,93.136
5218,25680,Canada,2011,93.746
5219,25681,Canada,2012,97.589
5220,25682,Canada,2013,102.974
5221,25683,Canada,2014,99.606
5222,25684,Canada,2015,101.778
5223,25685,Canada,2016,103.869
5224,25686,Canada,2017,101.963
5225,25687,Canada,2018,105.835
5226,26779,Canada,1990,543595.163
5227,26780,Canada,1991,529595.346
5228,26781,Canada,1992,554711.823
5229,26782,Canada,1993,563910.485
5230,26783,Canada,1994,583387.167
5231,26784,Canada,1995,613088.465
5232,26785,Canada,1996,626626.573
5233,26786,Canada,1997,636971.806
5234,26787,Canada,1998,637059.934
5235,26788,Canada,1999,662079.765
5236,26789,Canada,2000,698890.368
5237,26790,Canada,2001,671941.153
5238,26791,Canada,2002,689952.394
5239,26792,Canada,2003,700255.35
5240,26793,Canada,2004,724247.317
5241,26794,Canada,2005,717041.011
5242,26795,Canada,2006,698870.133
5243,26796,Canada,2007,717804.032
5244,26797,Canada,2008,692864.927
5245,26798,Canada,2009,638859.446
5246,26799,Canada,2010,665287.095
5247,26800,Canada,2011,677026.211
5248,26801,Canada,2012,682044.676
5249,26802,Canada,2013,695629.591
5250,26803,Canada,2014,696633.141
5251,26804,Canada,2015,702226.151
5252,26805,Canada,2016,687668.624
5253,26806,Canada,2017,697424.492
5254,26807,Canada,2018,716488.592
5255,27837,Canada,1990,82.556
5256,27838,Canada,1991,81.413
5257,27839,Canada,1992,83.822
5258,27840,Canada,1993,84.175
5259,27841,Canada,1994,87.093
5260,27842,Canada,1995,89.377
5261,27843,Canada,1996,92.321
5262,27844,Canada,1997,93.901
5263,27845,Canada,1998,94.851
5264,27846,Canada,1999,96.809
5265,27847,Canada,2000,100.0
5266,27848,Canada,2001,98.497
5267,27849,Canada,2002,99.078
5268,27850,Canada,2003,101.309
5269,27851,Canada,2004,101.492
5270,27852,Canada,2005,99.872
5271,27853,Canada,2006,98.609
5272,27854,Canada,2007,101.592
5273,27855,Canada,2008,98.89
5274,27856,Canada,2009,93.131
5275,27857,Canada,2010,94.505
5276,27858,Canada,2011,96.131
5277,27859,Canada,2012,97.184
5278,27860,Canada,2013,98.658
5279,27861,Canada,2014,98.723
5280,27862,Canada,2015,98.59
5281,27863,Canada,2016,96.649
5282,27864,Canada,2017,97.695
5283,27865,Canada,2018,99.818
5284,28862,Canada,1990,0.324
5285,28863,Canada,1991,0.316
5286,28864,Canada,1992,0.307
5287,28865,Canada,1993,0.298
5288,28866,Canada,1994,0.29
5289,28867,Canada,1995,0.281
5290,28868,Canada,1996,0.272
5291,28869,Canada,1997,0.264
5292,28870,Canada,1998,0.255
5293,28871,Canada,1999,0.246
5294,28872,Canada,2000,0.238
5295,28873,Canada,2001,0.229
5296,28874,Canada,2002,0.22
5297,28875,Canada,2003,0.212
5298,28876,Canada,2004,0.203
5299,28877,Canada,2005,0.194
5300,28878,Canada,2006,0.186
5301,28879,Canada,2007,0.177
5302,28880,Canada,2008,0.168
5303,28881,Canada,2009,0.16
5304,28882,Canada,2010,0.151
5305,28883,Canada,2011,0.151
5306,28884,Canada,2012,0.151
5307,28885,Canada,2013,0.151
5308,28886,Canada,2014,0.12
5309,28887,Canada,2015,0.12
5310,28888,Canada,2016,0.12
5311,28889,Canada,2017,0.12
5312,28890,Canada,2018,0.12
5313,29349,Canada,1990,151.627
5314,29350,Canada,1991,161.161
5315,29351,Canada,1992,152.044
5316,29352,Canada,1993,149.575
5317,29353,Canada,1994,138.328
5318,29354,Canada,1995,127.333
5319,29355,Canada,1996,130.431
5320,29356,Canada,1997,127.879
5321,29357,Canada,1998,129.926
5322,29358,Canada,1999,107.743
5323,29359,Canada,2000,100.0
5324,29360,Canada,2001,81.202
5325,29361,Canada,2002,69.474
5326,29362,Canada,2003,70.015
5327,29363,Canada,2004,70.656
5328,29364,Canada,2005,77.007
5329,29365,Canada,2006,59.888
5330,29366,Canada,2007,50.83
5331,29367,Canada,2008,52.179
5332,29368,Canada,2009,50.352
5333,29369,Canada,2010,37.285
5334,29370,Canada,2011,33.838
5335,29371,Canada,2012,36.082
5336,29372,Canada,2013,32.44
5337,29373,Canada,2014,21.828
5338,29374,Canada,2015,19.42
5339,29375,Canada,2016,15.341
5340,29376,Canada,2017,14.928
5341,29377,Canada,2018,12.459
5342,29944,Canada,1990,136.469
5343,29945,Canada,1991,132.822
5344,29946,Canada,1992,129.175
5345,29947,Canada,1993,125.528
5346,29948,Canada,1994,121.881
5347,29949,Canada,1995,118.234
5348,29950,Canada,1996,114.588
5349,29951,Canada,1997,110.941
5350,29952,Canada,1998,107.294
5351,29953,Canada,1999,103.647
5352,29954,Canada,2000,100.0
5353,29955,Canada,2001,96.353
5354,29956,Canada,2002,92.706
5355,29957,Canada,2003,89.059
5356,29958,Canada,2004,85.412
5357,29959,Canada,2005,81.766
5358,29960,Canada,2006,78.119
5359,29961,Canada,2007,74.472
5360,29962,Canada,2008,70.825
5361,29963,Canada,2009,67.178
5362,29964,Canada,2010,63.531
5363,29965,Canada,2011,63.531
5364,29966,Canada,2012,63.531
5365,29967,Canada,2013,63.531
5366,29968,Canada,2014,50.509
5367,29969,Canada,2015,50.509
5368,29970,Canada,2016,50.509
5369,29971,Canada,2017,50.509
5370,29972,Canada,2018,50.509
5371,30089,Canada,2000,0.085
5372,30090,Canada,2001,0.085
5373,30091,Canada,2002,0.085
5374,30092,Canada,2003,0.085
5375,30093,Canada,2004,0.085
5376,30094,Canada,2005,0.085
5377,30095,Canada,2006,0.085
5378,30096,Canada,2007,0.085
5379,30097,Canada,2008,0.085
5380,30098,Canada,2009,0.085
5381,30099,Canada,2010,0.085
5382,30100,Canada,2011,0.085
5383,30101,Canada,2012,0.085
5384,30102,Canada,2013,0.085
5385,30103,Canada,2014,0.101
5386,30104,Canada,2015,0.216
5387,30105,Canada,2016,0.269
5388,30106,Canada,2017,0.269
5389,30107,Canada,2018,0.269
5390,30893,Canada,1990,35.23
5391,30894,Canada,1991,38.356
5392,30895,Canada,1992,30.121
5393,30896,Canada,1995,16.716
5394,30897,Canada,1996,29.425
5395,30898,Canada,1997,40.739
5396,30899,Canada,1998,58.81
5397,30900,Canada,1999,78.421
5398,30901,Canada,2000,100.0
5399,30902,Canada,2001,114.682
5400,30903,Canada,2002,130.936
5401,30904,Canada,2003,144.468
5402,30905,Canada,2004,166.426
5403,30906,Canada,2005,185.384
5404,30907,Canada,2006,195.695
5405,30908,Canada,2007,220.614
5406,30909,Canada,2008,222.723
5407,30910,Canada,2009,250.83
5408,30911,Canada,2010,280.562
5409,30912,Canada,2011,311.904
5410,30913,Canada,2012,329.737
5411,30914,Canada,2013,365.744
5412,30915,Canada,2014,397.519
5413,30916,Canada,2015,400.838
5414,30917,Canada,2016,410.833
5415,30918,Canada,2017,418.466
5416,30919,Canada,2018,455.396
5417,31532,Canada,1990,80.773
5418,31533,Canada,1991,82.324
5419,31534,Canada,1992,86.173
5420,31535,Canada,1993,89.17
5421,31536,Canada,1994,92.59
5422,31537,Canada,1995,96.088
5423,31538,Canada,1996,99.291
5424,31539,Canada,1997,97.959
5425,31540,Canada,1998,98.615
5426,31541,Canada,1999,99.576
5427,31542,Canada,2000,100.0
5428,31543,Canada,2001,98.33
5429,31544,Canada,2002,96.698
5430,31545,Canada,2003,95.324
5431,31546,Canada,2004,95.596
5432,31547,Canada,2005,94.388
5433,31548,Canada,2006,93.489
5434,31549,Canada,2007,92.027
5435,31550,Canada,2008,89.437
5436,31551,Canada,2009,83.841
5437,31552,Canada,2010,81.732
5438,31553,Canada,2011,81.578
5439,31554,Canada,2012,83.964
5440,31555,Canada,2013,85.251
5441,31556,Canada,2014,86.836
5442,31557,Canada,2015,85.287
5443,31558,Canada,2016,82.578
5444,31559,Canada,2017,82.03
5445,31560,Canada,2018,81.611
5446,34506,Canada,1990,3.433
5447,34507,Canada,1991,3.503
5448,34508,Canada,1992,3.406
5449,34509,Canada,1993,3.433
5450,34510,Canada,1994,3.361
5451,34511,Canada,1995,3.25
5452,34512,Canada,1996,3.123
5453,34513,Canada,1997,2.611
5454,34514,Canada,1998,2.539
5455,34515,Canada,1999,2.696
5456,34516,Canada,2000,2.686
5457,34517,Canada,2001,2.635
5458,34518,Canada,2002,2.707
5459,34519,Canada,2003,2.634
5460,34520,Canada,2004,2.676
5461,34521,Canada,2005,2.727
5462,34522,Canada,2006,2.769
5463,34523,Canada,2007,2.667
5464,34524,Canada,2008,2.602
5465,34525,Canada,2009,2.609
5466,34526,Canada,2010,2.485
5467,34527,Canada,2011,2.446
5468,34528,Canada,2012,2.425
5469,34529,Canada,2013,2.423
5470,34530,Canada,2014,2.423
5471,34531,Canada,2015,2.492
5472,34532,Canada,2016,2.543
5473,34533,Canada,2017,2.512
5474,34534,Canada,2018,2.42
5475,35138,Canada,1990,14.381
5476,35139,Canada,1991,14.484
5477,35140,Canada,1992,14.442
5478,35141,Canada,1993,15.051
5479,35142,Canada,1994,14.724
5480,35143,Canada,1995,14.581
5481,35144,Canada,1996,14.953
5482,35145,Canada,1997,14.317
5483,35146,Canada,1998,12.977
5484,35147,Canada,1999,13.079
5485,35148,Canada,2000,13.498
5486,35149,Canada,2001,12.992
5487,35150,Canada,2002,13.427
5488,35151,Canada,2003,13.688
5489,35152,Canada,2004,13.326
5490,35153,Canada,2005,13.185
5491,35154,Canada,2006,12.542
5492,35155,Canada,2007,13.037
5493,35156,Canada,2008,13.21
5494,35157,Canada,2009,13.622
5495,35158,Canada,2010,13.063
5496,35159,Canada,2011,13.658
5497,35160,Canada,2012,12.593
5498,35161,Canada,2013,12.769
5499,35162,Canada,2014,13.236
5500,35163,Canada,2015,12.677
5501,35164,Canada,2016,12.266
5502,35165,Canada,2017,12.741
