,country,year,co2,co2_per_gdp,share_global_co2,co2_per_capita,co2_per_unit_energy,primary_energy_consumption,energy_per_capita,energy_per_gdp,population,gdp,group1,group2,group3,group4,group5,growth_co2,growth_primary_energy,growth_pop
136,Belgium,1997,124.002,0.425,0.513,12.128,0.172,719.976,70420.184,2.466,10224000.0,292000000000.0,0.0,1.0,0.0,1.0,0.0,0.17726025576515927,0.7439040045730563,0.08259212198221093
137,Belgium,1998,130.227,0.427,0.54,12.721,0.177,734.746,71773.605,2.409,10237000.0,305000000000.0,0.0,1.0,0.0,1.0,0.0,0.23635966619513724,0.7796794500706061,0.08396865734858111
138,Belgium,1999,124.719,0.39,0.51,12.162,0.171,728.214,71010.601,2.276,10255000.0,320000000000.0,0.0,1.0,0.0,1.0,0.0,0.1840673685809495,0.763857838019828,0.08587462939432444
139,Belgium,2000,126.735,0.369,0.505,12.326,0.17,744.971,72453.921,2.172,10282000.0,343000000000.0,0.0,1.0,0.0,1.0,0.0,0.20320703306718815,0.8044461345805892,0.08873358746293943
140,Belgium,2001,126.085,0.368,0.498,12.219,0.17,739.983,71710.752,2.157,10319000.0,343000000000.0,0.0,1.0,0.0,1.0,0.0,0.1970360102913671,0.792364352445059,0.09265141889030072
141,Belgium,2002,126.879,0.354,0.49,12.241,0.172,737.653,71167.681,2.06,10365000.0,358000000000.0,0.0,1.0,0.0,1.0,0.0,0.2045741519590624,0.7867206971973075,0.09752223634053367
142,Belgium,2003,128.275,0.36,0.472,12.312,0.167,766.575,73574.679,2.153,10419000.0,356000000000.0,0.0,1.0,0.0,1.0,0.0,0.21782761010528717,0.8567746873584545,0.10324015247776366
143,Belgium,2004,128.805,0.357,0.452,12.291,0.167,770.013,73474.57,2.133,10480000.0,361000000000.0,0.0,1.0,0.0,1.0,0.0,0.22285936713787965,0.8651021065609309,0.10969927996611606
144,Belgium,2005,125.662,0.34,0.427,11.914,0.164,764.843,72517.574,2.067,10547000.0,370000000000.0,0.0,1.0,0.0,1.0,0.0,0.1930200985464868,0.8525794895519712,0.11679373146971622
145,Belgium,2006,123.906,0.335,0.408,11.668,0.161,768.22,72343.881,2.076,10619000.0,370000000000.0,0.0,1.0,0.0,1.0,0.0,0.17634884317057659,0.8607591564067598,0.12441761965268953
146,Belgium,2007,120.496,0.315,0.385,11.263,0.156,774.584,72404.57,2.028,10698000.0,382000000000.0,0.0,1.0,0.0,1.0,0.0,0.14397470830050024,0.8761738439589877,0.13278271918678525
147,Belgium,2008,120.203,0.307,0.376,11.152,0.153,787.545,73062.91,2.009,10779000.0,392000000000.0,0.0,1.0,0.0,1.0,0.0,0.1411930011107841,0.907567584588219,0.14135959339263024
148,Belgium,2009,107.743,0.268,0.342,9.921,0.146,737.232,67885.123,1.834,10860000.0,402000000000.0,0.0,1.0,0.0,1.0,0.0,0.022899241438892555,0.7857009637812974,0.14993646759847523
149,Belgium,2010,114.561,0.273,0.346,10.473,0.146,785.359,71794.363,1.87,10939000.0,420000000000.0,0.0,1.0,0.0,1.0,0.0,0.087628523416658,0.9022727217677964,0.15830156713257096
150,Belgium,2011,105.046,0.251,0.307,9.538,0.143,732.838,66536.996,1.749,11014000.0,419000000000.0,0.0,1.0,0.0,1.0,0.0,-0.0027057561401676294,0.7750579504084988,0.16624311732316815
151,Belgium,2012,102.429,0.238,0.295,9.24,0.145,705.989,63688.674,1.642,11085000.0,430000000000.0,0.0,1.0,0.0,1.0,0.0,-0.027551243223742305,0.7100251178991069,0.17376111817026685
152,Belgium,2013,102.674,0.234,0.293,9.205,0.142,723.779,64889.659,1.652,11154000.0,438000000000.0,0.0,1.0,0.0,1.0,0.0,-0.02522524233131743,0.753115515692026,0.18106734434561628
153,Belgium,2014,96.811,0.222,0.275,8.628,0.143,676.46,60285.222,1.548,11221000.0,437000000000.0,0.0,1.0,0.0,1.0,0.0,-0.0808878677692227,0.6385008707699835,0.18816179584921644
154,Belgium,2015,100.981,0.228,0.287,8.946,0.147,687.509,60906.147,1.552,11288000.0,443000000000.0,0.0,1.0,0.0,1.0,0.0,-0.041298383192032814,0.6652634230585704,0.1952562473528166
155,Belgium,2016,99.807,0.223,0.283,8.79,0.134,742.772,65419.394,1.658,11354000.0,448000000000.0,0.0,1.0,0.0,1.0,0.0,-0.052444199713284796,0.7991197835549215,0.20224481152054213
156,Brazil,1965,56.33,0.271,0.5,0.676,0.215,261.515,3136.647,1.257,83374000.0,208000000000.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
157,Brazil,1966,64.212,0.285,0.544,0.749,0.225,285.275,3328.878,1.268,85697000.0,225000000000.0,1.0,0.0,1.0,0.0,1.0,0.13992543937511104,0.09085520907022539,0.027862403147264136
158,Brazil,1967,66.079,0.274,0.543,0.751,0.224,295.455,3356.07,1.226,88036000.0,241000000000.0,1.0,0.0,1.0,0.0,1.0,0.17306941239126566,0.1297822304647917,0.055916712644229614
159,Brazil,1968,77.271,0.293,0.602,0.855,0.228,338.698,3747.204,1.283,90387000.0,264000000000.0,1.0,0.0,1.0,0.0,1.0,0.37175572519083977,0.29513794619811484,0.08411495190347111
160,Brazil,1969,84.133,0.305,0.614,0.907,0.227,369.994,3989.281,1.341,92747000.0,276000000000.0,1.0,0.0,1.0,0.0,1.0,0.49357358423575354,0.4148098579431392,0.1124211384844196
161,Brazil,1970,93.53,0.299,0.631,0.983,0.215,434.611,4569.412,1.389,95113000.0,313000000000.0,1.0,0.0,1.0,0.0,1.0,0.6603941061601278,0.661897023115309,0.14079928994650612
162,Brazil,1971,102.358,0.292,0.664,1.05,0.215,475.33,4876.034,1.354,97483000.0,351000000000.0,1.0,0.0,1.0,0.0,1.0,0.8171134386650099,0.8176012848211384,0.16922541799601795
163,Brazil,1972,114.014,0.29,0.706,1.142,0.208,547.452,5482.253,1.393,99859000.0,393000000000.0,1.0,0.0,1.0,0.0,1.0,1.0240369252618498,1.093386612622603,0.1977235109266678
164,Brazil,1973,132.02,0.297,0.777,1.291,0.202,653.094,6386.666,1.471,102259000.0,444000000000.0,1.0,0.0,1.0,0.0,1.0,1.3436889756790344,1.497348144465901,0.22650946338186964
165,Brazil,1974,142.927,0.297,0.844,1.365,0.2,713.1,6810.496,1.479,104706000.0,482000000000.0,1.0,0.0,1.0,0.0,1.0,1.5373158175039943,1.7268034338374474,0.2558591407393192
166,Brazil,1975,150.514,0.298,0.89,1.404,0.2,752.984,7023.06,1.491,107216000.0,505000000000.0,1.0,0.0,1.0,0.0,1.0,1.6720042606071368,1.879314762059538,0.28596444934871784
167,Brazil,1976,154.398,0.282,0.867,1.406,0.187,826.442,7527.409,1.511,109791000.0,547000000000.0,1.0,0.0,1.0,0.0,1.0,1.7409550860997691,2.160208783434985,0.3168493775037782
168,Brazil,1977,162.078,0.289,0.886,1.442,0.184,882.445,7849.186,1.573,112425000.0,561000000000.0,1.0,0.0,1.0,0.0,1.0,1.877294514468312,2.3743571114467623,0.3484419603233622
169,Brazil,1978,175.931,0.302,0.928,1.528,0.181,972.568,8448.226,1.668,115121000.0,583000000000.0,1.0,0.0,1.0,0.0,1.0,2.123220308894018,2.718975966961742,0.38077818024803894
170,Brazil,1979,187.155,0.3,0.962,1.588,0.178,1052.103,8925.353,1.689,117878000.0,623000000000.0,1.0,0.0,1.0,0.0,1.0,2.3224747026451267,3.0231076611284253,0.4138460431309521
171,Brazil,1980,185.758,0.299,0.959,1.539,0.173,1071.976,8881.769,1.726,120694000.0,621000000000.0,1.0,0.0,1.0,0.0,1.0,2.297674418604651,3.0990994780414134,0.44762156067838893
172,Brazil,1981,170.468,0.263,0.905,1.38,0.163,1044.306,8451.13,1.614,123570000.0,647000000000.0,1.0,0.0,1.0,0.0,1.0,2.02623823894905,2.9932929277479308,0.4821167270372058
173,Brazil,1982,170.789,0.256,0.913,1.35,0.156,1095.505,8660.255,1.645,126498000.0,666000000000.0,1.0,0.0,1.0,0.0,1.0,2.0319368009941416,3.1890713725790114,0.5172355890325521
174,Brazil,1983,165.427,0.251,0.876,1.278,0.148,1115.96,8620.845,1.696,129449000.0,658000000000.0,1.0,0.0,1.0,0.0,1.0,1.9367477365524586,3.2672886832495274,0.5526303164055941
175,Brazil,1984,167.606,0.247,0.863,1.266,0.14,1197.384,9044.777,1.763,132384000.0,679000000000.0,1.0,0.0,1.0,0.0,1.0,1.9754304988460856,3.5786436724470874,0.5878331374289347
176,Brazil,1985,179.937,0.252,0.894,1.33,0.141,1274.633,9422.605,1.783,135274000.0,715000000000.0,1.0,0.0,1.0,0.0,1.0,2.1943369430143798,3.874033994225953,0.6224962218437402
177,Brazil,1986,197.226,0.241,0.967,1.428,0.145,1360.73,9852.581,1.663,138108992.0,818000000000.0,1.0,0.0,1.0,0.0,1.0,2.5012604296112197,4.2032579393151455,0.6564995322282726
178,Brazil,1987,205.789,0.245,0.977,1.461,0.147,1401.573,9947.852,1.667,140892000.0,841000000000.0,1.0,0.0,1.0,0.0,1.0,2.6532753417361974,4.359436361202991,0.6898793388826253
179,Brazil,1988,207.563,0.246,0.949,1.445,0.143,1454.277,10125.3,1.721,143628000.0,845000000000.0,1.0,0.0,1.0,0.0,1.0,2.684768329486952,4.560969734049673,0.7226953246815554
180,Brazil,1989,212.114,0.245,0.956,1.45,0.143,1483.137,10135.703,1.711,146328000.0,867000000000.0,1.0,0.0,1.0,0.0,1.0,2.7655600923131547,4.671326692541537,0.7550795211936575
181,Brazil,1990,206.921,0.242,0.912,1.389,0.142,1457.751,9783.369,1.707,149003008.0,854000000000.0,1.0,0.0,1.0,0.0,1.0,2.6733712053967693,4.574253866891,0.7871639599875261
182,Brazil,1991,217.228,0.24,0.938,1.432,0.144,1513.395,9979.657,1.669,151648000.0,907000000000.0,1.0,0.0,1.0,0.0,1.0,2.856346529380437,4.787029424698392,0.8188883824693549
183,Brazil,1992,218.383,0.233,0.973,1.416,0.138,1584.635,10272.558,1.689,154259008.0,938000000000.0,1.0,0.0,1.0,0.0,1.0,2.8768507012249245,5.059442097011644,0.8502051958644181
184,Brazil,1993,228.333,0.226,1.007,1.456,0.138,1655.439,10554.349,1.639,156848992.0,1010000000000.0,1.0,0.0,1.0,0.0,1.0,3.0534883720930233,5.330187560942967,0.8812698443159738
185,Brazil,1994,239.471,0.21,1.048,1.502,0.138,1740.38,10916.059,1.527,159432992.0,1140000000000.0,1.0,0.0,1.0,0.0,1.0,3.2512160482868815,5.654991109496589,0.9122627197927411
186,Brazil,1995,255.584,0.194,1.095,1.577,0.14,1827.159,11277.365,1.384,162020000.0,1320000000000.0,1.0,0.0,1.0,0.0,1.0,3.5372625599147884,5.98682293558687,0.9432916736632523
187,Brazil,1996,281.195,0.178,1.169,1.708,0.146,1929.517,11721.392,1.221,164615008.0,1580000000000.0,1.0,0.0,1.0,0.0,1.0,3.9919225989703535,6.378226870351606,0.9744165807086141
188,Brazil,1997,296.585,0.193,1.226,1.774,0.145,2039.912,12199.774,1.325,167208992.0,1540000000000.0,1.0,0.0,1.0,0.0,1.0,4.265134031599503,6.800363267881384,1.005529205747595
189,Brazil,1998,308.306,0.208,1.279,1.816,0.146,2114.068,12451.443,1.428,169784992.0,1480000000000.0,1.0,0.0,1.0,0.0,1.0,4.473211432629149,7.083926352216892,1.0364261280495117
190,Brazil,1999,316.282,0.22,1.295,1.835,0.147,2152.235,12489.827,1.495,172319008.0,1440000000000.0,1.0,0.0,1.0,0.0,1.0,4.614805609799396,7.22987209146703,1.066819488089812
191,Brazil,2000,324.226,0.221,1.291,1.855,0.148,2187.356,12514.197,1.488,174790000.0,1470000000000.0,1.0,0.0,1.0,0.0,1.0,4.755831706018108,7.364170315278284,1.096456929018639
192,Brazil,2001,332.987,0.228,1.314,1.879,0.155,2152.735,12148.891,1.474,177196000.0,1460000000000.0,1.0,0.0,1.0,0.0,1.0,4.911361619030712,7.231784027684838,1.1253148463549787
193,Brazil,2002,327.435,0.221,1.264,1.824,0.148,2207.49,12295.394,1.492,179538000.0,1480000000000.0,1.0,0.0,1.0,0.0,1.0,4.812799573939287,7.441160162896966,1.1534051382925132
194,Brazil,2003,317.508,0.215,1.168,1.746,0.141,2250.675,12379.34,1.521,181808992.0,1480000000000.0,1.0,0.0,1.0,0.0,1.0,4.636570211255104,7.606294094029025,1.1806437498500733
195,Brazil,2004,333.675,0.214,1.172,1.813,0.141,2366.86,12862.948,1.517,184006000.0,1560000000000.0,1.0,0.0,1.0,0.0,1.0,4.923575359488728,8.050570712961017,1.206994986446614
196,Brazil,2005,342.086,0.21,1.163,1.838,0.14,2439.513,13106.713,1.497,186127008.0,1630000000000.0,1.0,0.0,1.0,0.0,1.0,5.0728918870939115,8.328386517025793,1.2324346678820735
197,Brazil,2006,341.946,0.193,1.126,1.817,0.136,2506.16,13318.806,1.416,188167008.0,1770000000000.0,1.0,0.0,1.0,0.0,1.0,5.070406532930943,8.583236143242262,1.2569027274689952
198,Brazil,2007,356.919,0.181,1.141,1.877,0.134,2666.139,14022.714,1.353,190130000.0,1970000000000.0,1.0,0.0,1.0,0.0,1.0,5.3362151606603945,9.194975431619602,1.2804471417948042
199,Brazil,2008,380.345,0.172,1.191,1.981,0.136,2790.341,14530.756,1.263,192030000.0,2210000000000.0,1.0,0.0,1.0,0.0,1.0,5.7520859222439205,9.669908035867923,1.303236020821839
200,Brazil,2009,360.091,0.157,1.144,1.857,0.13,2774.665,14310.73,1.206,193887008.0,2300000000000.0,1.0,0.0,1.0,0.0,1.0,5.39252618498136,9.609965011567215,1.3255092474872263
201,Brazil,2010,411.24,0.155,1.241,2.101,0.134,3060.252,15636.349,1.15,195714000.0,2660000000000.0,1.0,0.0,1.0,0.0,1.0,6.300550328421801,10.702013268837353,1.3474224578405738
202,Brazil,2011,429.959,0.145,1.257,2.177,0.134,3207.831,16240.946,1.08,197515008.0,2970000000000.0,1.0,0.0,1.0,0.0,1.0,6.632859932540388,11.26633653901306,1.3690240122820063
203,Brazil,2012,460.098,0.155,1.324,2.309,0.141,3271.861,16417.833,1.105,199287008.0,2960000000000.0,1.0,0.0,1.0,0.0,1.0,7.167903426238239,11.511179091065523,1.3902776405114303
204,Brazil,2013,495.047,0.163,1.415,2.462,0.146,3400.649,16915.62,1.119,201036000.0,3040000000000.0,1.0,0.0,1.0,0.0,1.0,7.788336587963786,12.003647974303577,1.4112553074099838
205,Brazil,2014,523.894,0.172,1.486,2.584,0.15,3481.862,17171.991,1.145,202764000.0,3040000000000.0,1.0,0.0,1.0,0.0,1.0,8.300443813243389,12.314196126417224,1.4319811931777293
206,Brazil,2015,495.214,0.156,1.406,2.422,0.144,3441.894,16833.084,1.082,204472000.0,3180000000000.0,1.0,0.0,1.0,0.0,1.0,7.791301260429612,12.16136359291054,1.452467196008348
207,Brazil,2016,478.443,0.17,1.358,2.321,0.142,3366.179,16327.755,1.198,206163008.0,2810000000000.0,1.0,0.0,1.0,0.0,1.0,7.493573584235754,11.87183909144791,1.4727493942955838
208,Bulgaria,1965,46.269,0.828,0.411,5.627,0.388,119.28,14505.663,2.135,8223000.0,55873413120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,Bulgaria,1966,48.716,0.808,0.413,5.881,0.381,127.914,15441.034,2.122,8284000.0,60291657728.0,0.0,0.0,0.0,0.0,0.0,0.05288638181071566,0.07238430583501006,0.00741821719567068
210,Bulgaria,1967,55.108,0.867,0.453,6.605,0.371,148.688,17821.903,2.34,8343000.0,63529951232.0,0.0,0.0,0.0,0.0,0.0,0.19103503425619744,0.2465459423205901,0.014593214155417731
211,Bulgaria,1968,59.464,0.919,0.463,7.079,0.357,166.51,19822.569,2.574,8400000.0,64700100608.0,0.0,0.0,0.0,0.0,0.0,0.2851801422118481,0.3959590878604962,0.021524990879241153
212,Bulgaria,1969,66.308,0.977,0.484,7.842,0.358,185.468,21935.882,2.733,8455000.0,67851530240.0,0.0,0.0,0.0,0.0,0.0,0.43309775443601567,0.5548960429242118,0.028213547367140945
213,Bulgaria,1970,61.174,0.853,0.413,7.19,0.293,208.659,24525.016,2.91,8508000.0,71715028992.0,0.0,0.0,0.0,0.0,0.0,0.32213793252501677,0.7493209255533199,0.03465888361911711
214,Bulgaria,1971,64.222,0.867,0.416,7.503,0.296,217.302,25388.748,2.933,8559000.0,74092478464.0,0.0,0.0,0.0,0.0,0.0,0.3880135728025243,0.8217806841046277,0.04086099963516965
215,Bulgaria,1972,66.079,0.849,0.409,7.676,0.295,223.636,25977.0,2.873,8609000.0,77852925952.0,0.0,0.0,0.0,0.0,0.0,0.42814843631805305,0.8748826291079812,0.04694150553326037
216,Bulgaria,1973,68.717,0.852,0.404,7.939,0.296,232.243,26830.267,2.88,8656000.0,80649453568.0,0.0,0.0,0.0,0.0,0.0,0.48516285201754955,0.9470405767940978,0.05265718107746564
217,Bulgaria,1974,71.137,0.845,0.42,8.178,0.297,239.167,27493.601,2.84,8699000.0,84203659264.0,0.0,0.0,0.0,0.0,0.0,0.5374656897706889,1.0050888665325286,0.05788641614982366
218,Bulgaria,1975,72.922,0.784,0.431,8.345,0.276,263.989,30211.612,2.84,8738000.0,92957138944.0,0.0,0.0,0.0,0.0,0.0,0.5760444357993473,1.213187458081824,0.06262921075033442
219,Bulgaria,1976,72.965,0.77,0.41,8.317,0.262,279.012,31803.45,2.946,8773000.0,94711586816.0,0.0,0.0,0.0,0.0,0.0,0.576973783742895,1.3391348088531188,0.06688556487899794
220,Bulgaria,1977,75.796,0.817,0.414,8.611,0.258,293.756,33373.741,3.166,8802000.0,92781961216.0,0.0,0.0,0.0,0.0,0.0,0.6381594588169186,1.4627431254191814,0.07041225829989055
221,Bulgaria,1978,81.207,0.857,0.428,9.199,0.267,304.464,34488.448,3.213,8828000.0,94746689536.0,0.0,0.0,0.0,0.0,0.0,0.755106010503793,1.5525150905432594,0.07357412136689773
222,Bulgaria,1979,78.928,0.795,0.406,8.915,0.25,315.909,35683.784,3.183,8853000.0,99258368000.0,0.0,0.0,0.0,0.0,0.0,0.7058505694957747,1.6484657947686117,0.07661437431594309
223,Bulgaria,1980,77.251,0.825,0.399,8.7,0.232,333.512,37561.936,3.561,8879000.0,93666803712.0,0.0,0.0,0.0,0.0,0.0,0.6696059996974217,1.7960429242119382,0.07977623738295025
224,Bulgaria,1981,80.087,0.812,0.425,8.993,0.244,327.978,36830.805,3.326,8905000.0,98614411264.0,0.0,0.0,0.0,0.0,0.0,0.7308997384858114,1.7496478873239436,0.08293810044995743
225,Bulgaria,1982,89.844,0.864,0.48,10.06,0.267,335.912,37611.941,3.23,8931000.0,104000000000.0,0.0,0.0,0.0,0.0,0.0,0.9417752706996044,1.8161636485580146,0.08609996351696461
226,Bulgaria,1983,90.061,0.866,0.477,10.059,0.267,337.8,37730.408,3.248,8953000.0,104000000000.0,0.0,0.0,0.0,0.0,0.0,0.9464652359030887,1.8319919517102616,0.08877538611212453
227,Bulgaria,1984,87.045,0.821,0.448,9.705,0.259,335.762,37435.855,3.168,8969000.0,106000000000.0,0.0,0.0,0.0,0.0,0.0,0.8812812033975232,1.814906103286385,0.09072114799951356
228,Bulgaria,1985,89.221,0.85,0.444,9.941,0.268,333.442,37152.309,3.176,8975000.0,105000000000.0,0.0,0.0,0.0,0.0,0.0,0.9283105318896022,1.7954560697518445,0.09145080870728445
229,Bulgaria,1986,91.172,0.852,0.447,10.161,0.268,340.398,37935.828,3.181,8973000.0,107000000000.0,0.0,0.0,0.0,0.0,0.0,0.9704769932352115,1.8537726358148896,0.09120758847136082
230,Bulgaria,1987,91.273,0.837,0.433,10.186,0.266,342.908,38266.7,3.146,8961000.0,109000000000.0,0.0,0.0,0.0,0.0,0.0,0.9726598802654045,1.8748155600268277,0.08974826705581905
231,Bulgaria,1988,86.913,0.852,0.397,9.725,0.248,350.227,39188.461,3.434,8937000.0,102000000000.0,0.0,0.0,0.0,0.0,0.0,0.878428321338261,1.9361753856472164,0.0868296242247355
232,Bulgaria,1989,86.482,0.856,0.39,9.719,0.249,347.403,39042.825,3.44,8898000.0,101000000000.0,0.0,0.0,0.0,0.0,0.0,0.8691132291599127,1.9125,0.08208682962422474
233,Bulgaria,1990,76.699,0.793,0.338,8.675,0.239,320.371,36236.977,3.313,8841000.0,96713359360.0,0.0,0.0,0.0,0.0,0.0,0.6576757656314163,1.6858735747820253,0.07515505290040131
234,Bulgaria,1991,61.233,0.613,0.264,6.984,0.236,259.829,29637.152,2.599,8767000.0,99965714432.0,0.0,0.0,0.0,0.0,0.0,0.3234130843545354,1.1783115358819585,0.06615590417122705
235,Bulgaria,1992,57.01,0.553,0.254,6.571,0.234,244.026,28126.561,2.369,8676000.0,103000000000.0,0.0,0.0,0.0,0.0,0.0,0.23214247120102013,1.0458249496981893,0.05508938343670193
236,Bulgaria,1993,57.676,0.761,0.254,6.725,0.223,259.167,30219.998,3.419,8576000.0,75792277504.0,0.0,0.0,0.0,0.0,0.0,0.2465365579545701,1.1727615694164988,0.04292837164052049
237,Bulgaria,1994,56.084,0.747,0.246,6.618,0.225,249.187,29402.552,3.318,8475000.0,75091378176.0,0.0,0.0,0.0,0.0,0.0,0.21212907130043884,1.0890928906773978,0.030645749726377236
238,Bulgaria,1995,57.716,0.768,0.247,6.888,0.216,267.262,31896.627,3.555,8379000.0,75177304064.0,0.0,0.0,0.0,0.0,0.0,0.24740106766949801,1.240627095908786,0.01897117840204305
239,Bulgaria,1996,58.108,0.904,0.242,7.008,0.218,266.961,32195.011,4.154,8292000.0,64270135296.0,0.0,0.0,0.0,0.0,0.0,0.25587326287579154,1.2381036217303825,0.008391098139365194
240,Bulgaria,1997,55.861,0.964,0.231,6.802,0.221,252.341,30728.307,4.356,8212000.0,57927094272.0,0.0,0.0,0.0,0.0,0.0,0.20730942963971555,1.1155348759222,-0.0013377112975799586
241,Bulgaria,1998,53.275,0.86,0.221,6.546,0.22,242.118,29751.562,3.909,8138000.0,61940826112.0,0.0,0.0,0.0,0.0,0.0,0.15141887656962547,1.0298289738430584,-0.010336860026754225
242,Bulgaria,1999,46.37,0.729,0.19,5.748,0.219,211.746,26248.481,3.327,8067000.0,63648403456.0,0.0,0.0,0.0,0.0,0.0,0.0021828870301929823,0.7752012072434609,-0.01897117840204305
243,Bulgaria,2000,45.305,0.661,0.18,5.665,0.213,212.682,26591.869,3.101,7998000.0,68578938880.0,0.0,0.0,0.0,0.0,0.0,-0.02083468412976288,0.7830482897384304,-0.027362276541408246
244,Bulgaria,2001,49.014,0.685,0.193,6.18,0.221,222.151,28010.404,3.104,7931000.0,71572488192.0,0.0,0.0,0.0,0.0,0.0,0.05932697918692871,0.8624329309188464,-0.03551015444484981
245,Bulgaria,2002,46.259,0.616,0.179,5.881,0.214,216.046,27465.859,2.877,7866000.0,75092246528.0,0.0,0.0,0.0,0.0,0.0,-0.0002161274287319374,0.8112508383635143,-0.04341481211236775
246,Bulgaria,2003,50.51,0.658,0.186,6.472,0.226,223.164,28596.046,2.908,7804000.0,76743450624.0,0.0,0.0,0.0,0.0,0.0,0.09165964252523287,0.8709255533199194,-0.050954639426000245
247,Bulgaria,2004,49.571,0.616,0.174,6.4,0.229,216.552,27960.181,2.692,7745000.0,80431669248.0,0.0,0.0,0.0,0.0,0.0,0.07136527696729991,0.8154929577464788,-0.058129636385747294
248,Bulgaria,2005,50.656,0.6,0.172,6.59,0.216,234.341,30485.318,2.773,7687000.0,84497326080.0,0.0,0.0,0.0,0.0,0.0,0.0948151029847198,0.9646294433266265,-0.06518302322753253
249,Bulgaria,2006,51.895,0.562,0.171,6.801,0.216,240.418,31505.405,2.605,7631000.0,92283183104.0,0.0,0.0,0.0,0.0,0.0,0.12159329140461227,1.0155767940979208,-0.07199318983339414
250,Bulgaria,2007,55.741,0.541,0.178,7.357,0.239,233.409,30804.881,2.266,7577000.0,103000000000.0,0.0,0.0,0.0,0.0,0.0,0.20471590049493185,0.9568158953722333,-0.07856013620333212
251,Bulgaria,2008,54.08,0.492,0.169,7.188,0.235,229.912,30557.135,2.09,7524000.0,110000000000.0,0.0,0.0,0.0,0.0,0.0,0.16881713458254988,0.9274983232729712,-0.08500547245530828
252,Bulgaria,2009,45.774,0.416,0.145,6.124,0.227,202.053,27034.056,1.837,7474000.0,110000000000.0,0.0,0.0,0.0,0.0,0.0,-0.010698307722232974,0.6939386317907444,-0.091085978353399
253,Bulgaria,2010,47.863,0.431,0.144,6.446,0.227,210.466,28345.541,1.896,7425000.0,111000000000.0,0.0,0.0,0.0,0.0,0.0,0.0344507121398777,0.7644701542588868,-0.09704487413352791
254,Bulgaria,2011,53.178,0.479,0.155,7.207,0.237,224.161,30378.241,2.019,7379000.0,111000000000.0,0.0,0.0,0.0,0.0,0.0,0.14932244051092522,0.8792840375586854,-0.10263893955977137
255,Bulgaria,2012,48.349,0.42,0.139,6.592,0.227,213.424,29100.584,1.856,7334000.0,115000000000.0,0.0,0.0,0.0,0.0,0.0,0.04495450517625188,0.7892689470154259,-0.10811139486805302
256,Bulgaria,2013,42.65,0.368,0.122,5.85,0.216,197.767,27128.473,1.705,7290000.0,116000000000.0,0.0,0.0,0.0,0.0,0.0,-0.0782165164581037,0.6580063715627096,-0.11346224005837285
